pmid,tier,model,design,confidence,reason,parse_error,latency_s,cost_usd,call_started_utc
35381433,sonnet,claude-sonnet-4-6,cross_sectional,high,Three secondary datasets from cross-sectional online surveys are explicitly used to explore loot box and problem gambling associations.,,2.85,0.012625,2026-05-21T05:13:01.943644+00:00
35381433,opus,claude-opus-4-7,cross_sectional,high,Uses three secondary datasets from cross-sectional online surveys to compare PGSI scores between groups.,,2.94,0.090075,2026-05-21T05:13:04.794711+00:00
40569695,haiku,claude-haiku-4-5,content_analysis,high,"Systematic analysis of advertisement content for loot box disclosure compliance using structured coding criteria applied to 2,358 ads.",,16.5,0.008656,2026-05-21T05:12:52.452914+00:00
35381433,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states analysis used 'three secondary datasets from cross-sectional online surveys' without longitudinal follow-up.,,9.1,0.006932,2026-05-21T05:13:00.688172+00:00
40369012,haiku,claude-haiku-4-5,cross_sectional,high,"Compares engagement metrics across 22,000+ YouTube videos grouped by loot box presence at single time point.",,23.79,0.015702,2026-05-21T05:12:47.021126+00:00
31312481,sonnet,claude-sonnet-4-6,cross_sectional,high,Large-scale survey of 1155 adolescents at a single time point with no longitudinal follow-up.,,3.62,0.012317,2026-05-21T05:13:08.954161+00:00
31312481,opus,claude-opus-4-7,cross_sectional,high,Large-scale single-timepoint survey of 1155 adolescents aged 16-18 measuring loot box spending and problem gambling.,,3.66,0.088425,2026-05-21T05:13:09.784350+00:00
35933619,sonnet,claude-sonnet-4-6,cross_sectional,high,Preregistered survey of 879 PRC players at a single time point measuring loot box expenditure and gambling correlations.,,4.1,0.012801,2026-05-21T05:13:12.576760+00:00
31312481,haiku,claude-haiku-4-5,cross_sectional,high,Large-scale survey of adolescents (n=1155) at a single time point with no repeated measures or longitudinal follow-up.,,9.1,0.006077,2026-05-21T05:13:07.736384+00:00
35933619,opus,claude-opus-4-7,cross_sectional,high,Preregistered single-timepoint survey of 879 PRC players measuring correlations between loot box expenditure and gambling.,,3.93,0.091481,2026-05-21T05:13:13.442278+00:00
35933619,haiku,claude-haiku-4-5,cross_sectional,high,Preregistered survey (N=879) measuring correlations between loot box expenditure and gambling at single time point.,,8.92,0.006319,2026-05-21T05:13:10.812150+00:00
41556971,sonnet,claude-sonnet-4-6,review_commentary,high,Authors explicitly label this a 'commentary' offering critical opinion on ICD-11 scope without systematic search methods.,,3.33,0.012437,2026-05-21T05:13:16.839249+00:00
41556971,opus,claude-opus-4-7,review_commentary,high,Abstract explicitly labels itself a commentary critically considering inclusion of non-digital gaming in gaming disorder.,,3.8,0.089475,2026-05-21T05:13:17.376601+00:00
36202911,sonnet,claude-sonnet-4-6,experimental,high,Participants were randomly assigned to one of three reward conditions and outcomes measured post-gameplay.,,2.93,0.012246,2026-05-21T05:13:20.168142+00:00
36202911,opus,claude-opus-4-7,experimental,high,"Participants randomly exposed to one of three manipulated reward conditions (loot box, fixed, none) before BART risk-taking measurement.",,3.29,0.089606,2026-05-21T05:13:21.178799+00:00
31760581,sonnet,claude-sonnet-4-6,experimental,high,"The study reports two experiments manipulating loot box rarity and measuring arousal, reward responses, and post-reinforcement pauses.",,2.82,0.012385,2026-05-21T05:13:24.470436+00:00
41556971,haiku,claude-haiku-4-5,review_commentary,high,"Abstract uses 'critically considers' and 'call for research'—argumentative commentary without original data collection, systematic synthesis, or experimentation.",,11.63,0.007637,2026-05-21T05:13:16.682016+00:00
36202911,haiku,claude-haiku-4-5,experimental,high,Participants assigned to three manipulated reward conditions; effect on BART risk-taking measured via controlled comparison.,,9.52,0.007083,2026-05-21T05:13:19.736997+00:00
31760581,opus,claude-opus-4-7,experimental,high,"Two controlled experiments manipulating loot box rarity and measuring arousal/reward responses (SCR, PRP, force).",,3.62,0.088781,2026-05-21T05:13:27.293942+00:00
41058647,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states 'A cross-sectional study used an online survey' with a single data collection point.,,2.99,0.012857,2026-05-21T05:13:29.260254+00:00
41058647,opus,claude-opus-4-7,cross_sectional,high,Abstract explicitly describes a cross-sectional online survey of 281 young adults at a single time point.,,3.05,0.092269,2026-05-21T05:13:30.911502+00:00
41058647,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'A cross-sectional study' using online survey at single timepoint with regression analysis of associations.,,5.98,0.005444,2026-05-21T05:13:28.319444+00:00
31760581,haiku,claude-haiku-4-5,experimental,high,Two experiments manipulating loot box rarity and measuring physiological arousal and behavioral responses.,,11.76,0.006685,2026-05-21T05:13:23.102194+00:00
34121958,sonnet,claude-sonnet-4-6,cross_sectional,high,A single online survey of 471 gamers assessed gaming harms and loot box involvement at one time point.,,2.98,0.012306,2026-05-21T05:13:33.958410+00:00
34121958,opus,claude-opus-4-7,cross_sectional,high,"Single-timepoint survey of 471 gamers recruited via Prolific using Petry checklist, no repeated measures.",,3.53,0.088275,2026-05-21T05:13:34.305030+00:00
34121958,haiku,claude-haiku-4-5,cross_sectional,high,Single survey administration to 471 gamers; no follow-up timepoints or prospective design mentioned.,,6.23,0.005668,2026-05-21T05:13:32.253123+00:00
32203522,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states 'large cross-sectional cross-national samples' surveyed at a single time point across three countries.,,2.94,0.012509,2026-05-21T05:13:36.935916+00:00
32203522,opus,claude-opus-4-7,cross_sectional,high,"Abstract explicitly describes a large cross-sectional cross-national survey of 1,049 participants at a single time point.",,3.56,0.08985,2026-05-21T05:13:37.832338+00:00
35954678,sonnet,claude-sonnet-4-6,review_commentary,high,The abstract presents a policy opinion on Swiss legislation and regulatory recommendations without a systematic search or empirical data collection.,,4.14,0.012223,2026-05-21T05:13:39.873816+00:00
32203522,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly describes 'cross-sectional cross-national samples' collecting survey data at single time point.,,10.15,0.006109,2026-05-21T05:13:34.857820+00:00
35954678,opus,claude-opus-4-7,review_commentary,high,"Policy/opinion piece discussing Swiss regulatory framework for video games and loot boxes, no systematic search method described.",,3.66,0.088219,2026-05-21T05:13:41.401340+00:00
35397261,sonnet,claude-sonnet-4-6,cross_sectional,high,Authors explicitly state 'cross-sectional nature of our findings' from a single survey of 1102 participants.,,3.57,0.01249,2026-05-21T05:13:45.005493+00:00
35954678,haiku,claude-haiku-4-5,review_commentary,high,Title signals 'Response to' regulation; abstract proposes frameworks and policy recommendations without systematic methods or empirical data.,,10.1,0.006243,2026-05-21T05:13:38.481637+00:00
35397261,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly identifies 'cross-sectional nature of our findings'; survey of 1102 individuals at one time point.,,9.94,0.006783,2026-05-21T05:13:44.009566+00:00
34258146,sonnet,claude-sonnet-4-6,systematic_review,high,Authors searched five electronic databases and reviewed 20 of 201 eligible studies using predefined criteria.,,6.52,0.012441,2026-05-21T05:13:48.577493+00:00
35397261,opus,claude-opus-4-7,cross_sectional,high,Authors explicitly describe a cross-sectional survey of 1102 loot box purchasers and acknowledge cross-sectional limitations.,,13.51,0.090881,2026-05-21T05:13:45.058510+00:00
34258146,opus,claude-opus-4-7,systematic_review,high,"Abstract explicitly describes a systematic review with predefined criteria and searches across PsycINFO, PubMed, Ovid, EBSCO, and Web of Science.",,4.98,0.091331,2026-05-21T05:13:53.947440+00:00
34258146,haiku,claude-haiku-4-5,systematic_review,high,"Describes systematic review: multiple database searches, predefined eligibility criteria, 20 studies selected from 201 examined.",,12.86,0.00888,2026-05-21T05:13:48.571764+00:00
29952052,sonnet,claude-sonnet-4-6,review_commentary,medium,Title suggests a conceptual/opinion piece linking loot boxes to IGD without indicating systematic search or empirical data collection.,,2.98,0.011312,2026-05-21T05:13:58.572518+00:00
29952052,opus,claude-opus-4-7,review_commentary,high,Title indicates a commentary/editorial in Addiction on predatory monetization and IGD; no abstract or empirical method provided.,,3.55,0.081131,2026-05-21T05:13:58.924428+00:00
35434248,sonnet,claude-sonnet-4-6,systematic_review,high,"Preregistered review with explicit database searches, inclusion criteria, and qualitative synthesis of 14 studies.",,3.17,0.012576,2026-05-21T05:14:01.556351+00:00
35434248,opus,claude-opus-4-7,systematic_review,high,Preregistered systematic review synthesising 14 studies with explicit inclusion criteria and database searches.,,3.23,0.090506,2026-05-21T05:14:02.474424+00:00
35434248,haiku,claude-haiku-4-5,systematic_review,high,"Abstract explicitly describes preregistered systematic review with electronic database search, inclusion criteria, and 14 studies synthesized.",,6.13,0.005663,2026-05-21T05:14:01.439141+00:00
34068271,sonnet,claude-sonnet-4-6,qualitative,high,Study used in-depth interviews with 28 gamers and reflexive thematic analysis to investigate loot box purchase motivations.,,3.07,0.012261,2026-05-21T05:14:05.700508+00:00
29952052,haiku,claude-haiku-4-5,unspecified,high,Abstract not provided; title alone insufficient to determine study design.,,14.12,0.009743,2026-05-21T05:13:55.093642+00:00
34068271,opus,claude-opus-4-7,qualitative,high,In-depth interviews with 28 gamers analyzed via reflexive thematic analysis.,,3.27,0.087412,2026-05-21T05:14:07.566487+00:00
40887505,sonnet,claude-sonnet-4-6,cross_sectional,high,Participants completed a single online survey measuring alcohol consumption and loot box spending at one time point.,,3.58,0.012103,2026-05-21T05:14:09.216692+00:00
34068271,haiku,claude-haiku-4-5,qualitative,high,Abstract explicitly describes qualitative study using in-depth interviews with thematic analysis.,,8.89,0.006347,2026-05-21T05:14:04.730013+00:00
40887505,opus,claude-opus-4-7,cross_sectional,high,Pre-registered online survey at a single time point with N=199 assessing correlations between alcohol use and loot box spending.,,3.51,0.087469,2026-05-21T05:14:10.841314+00:00
38868486,sonnet,claude-sonnet-4-6,unspecified,high,"The paper is explicitly a case report of a single patient, which does not fit any taxonomy category listed.",,3.47,0.011901,2026-05-21T05:14:13.621128+00:00
40887505,haiku,claude-haiku-4-5,cross_sectional,high,Online survey at single time point examining correlations between alcohol consumption and loot box spending.,,9.14,0.00639,2026-05-21T05:14:08.771950+00:00
38868486,opus,claude-opus-4-7,qualitative,medium,"Abstract describes a single clinical case report of gaming disorder, which fits qualitative case-study reporting rather than other taxonomy categories.",,4.26,0.086794,2026-05-21T05:14:14.352766+00:00
40980049,opus,claude-opus-4-7,review_commentary,high,"Title explicitly labels the paper as a 'Commentary' on another study, indicating opinion/commentary rather than empirical research.",,4.29,0.081544,2026-05-21T05:14:18.611076+00:00
38868486,haiku,claude-haiku-4-5,unspecified,high,"Abstract explicitly describes a case report of a single patient, which is not covered by the provided taxonomy categories.",,10.42,0.007126,2026-05-21T05:14:12.799643+00:00
40980049,sonnet,claude-sonnet-4-6,review_commentary,high,"Title explicitly labels the paper as a 'Commentary' on another study, indicating editorial/opinion design.",,8.91,0.011271,2026-05-21T05:14:17.912205+00:00
41670808,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'cross-sectional online survey' with single time-point data collection and hierarchical regression analysis.,,6.3,0.006271,2026-05-21T05:14:22.904995+00:00
41670808,opus,claude-opus-4-7,cross_sectional,high,Abstract explicitly states 'A cross-sectional online survey was conducted among 433 active gamers' at a single time point.,,3.79,0.091537,2026-05-21T05:14:26.819179+00:00
40980049,haiku,claude-haiku-4-5,review_commentary,high,"Title explicitly labels this as 'Commentary:' — a response to another study, not original research.",,15.03,0.004848,2026-05-21T05:14:17.086592+00:00
41670808,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states 'a cross-sectional online survey was conducted among 433 active gamers.',,9.75,0.012719,2026-05-21T05:14:23.218702+00:00
37756294,sonnet,claude-sonnet-4-6,content_analysis,high,"Study systematically coded loot box probability disclosure compliance across 100 top-grossing UK iPhone games, structured coding of game content.",,3.5,0.01243,2026-05-21T05:14:30.613673+00:00
37756294,opus,claude-opus-4-7,content_analysis,high,Structured coding of loot box presence and probability disclosure compliance across 100 highest-grossing UK iPhone games.,,3.3,0.089138,2026-05-21T05:14:32.114844+00:00
40727402,sonnet,claude-sonnet-4-6,experimental,low,"Reanalysis of two existing datasets testing associations, not a new experimental manipulation or systematic search.",,2.89,0.012314,2026-05-21T05:14:34.109797+00:00
37756294,haiku,claude-haiku-4-5,content_analysis,high,Structured coding of loot box mechanics and probability disclosure formats across 100 games' content.,,9.49,0.006839,2026-05-21T05:14:29.210301+00:00
40727402,opus,claude-opus-4-7,cross_sectional,medium,Secondary reanalysis of two publicly available cross-sectional survey datasets examining associations between loot box spending and distress.,,4.14,0.0888,2026-05-21T05:14:35.412026+00:00
40438542,sonnet,claude-sonnet-4-6,longitudinal,high,Games were examined at two time points: January–June 2024 (before) and July–December 2024 (after) self-regulation implementation.,,2.82,0.012872,2026-05-21T05:14:38.696284+00:00
40438542,haiku,claude-haiku-4-5,longitudinal,high,Abstract explicitly states 'longitudinally examined' games at two time points (pre- and post-July 2024 regulation) to assess compliance changes.,,7.39,0.006362,2026-05-21T05:14:36.997524+00:00
40438542,opus,claude-opus-4-7,longitudinal,high,Abstract explicitly describes longitudinal examination of 100 games across two time periods before and after July 2024 self-regulations.,,7.24,0.091519,2026-05-21T05:14:39.551745+00:00
40727402,haiku,claude-haiku-4-5,cross_sectional,medium,"Reanalysis of two datasets examining associations between loot box spending and psychological distress, suggesting cross-sectional observational design.",,14.36,0.009958,2026-05-21T05:14:32.970148+00:00
39430791,sonnet,claude-sonnet-4-6,longitudinal,high,"Four-wave survey with 6-month intervals across 2021-2022, analyzing within-person and between-person effects over time.",,3.21,0.012629,2026-05-21T05:14:44.386554+00:00
39430791,opus,claude-opus-4-7,longitudinal,high,Four-wave population survey at 6-month intervals with within-person hybrid models across multiple time points.,,3.08,0.090075,2026-05-21T05:14:46.796487+00:00
39430791,haiku,claude-haiku-4-5,longitudinal,high,Four-wave longitudinal design with repeated measures at 6-month intervals.,,8.83,0.007203,2026-05-21T05:14:41.516573+00:00
37159337,opus,claude-opus-4-7,systematic_review,high,"Scoping review with systematic search across Ovid, Embsco, ProQuest, Google Scholar yielding 2,437 articles and explicit inclusion criteria.",,3.06,0.091725,2026-05-21T05:14:49.881667+00:00
29435822,sonnet,claude-sonnet-4-6,longitudinal,high,Standardized representative longitudinal survey over 1-year period with two measurement stages across 1178 adolescents.,,2.69,0.01261,2026-05-21T05:14:52.944445+00:00
37159337,sonnet,claude-sonnet-4-6,systematic_review,high,"Explicit systematic database search across Ovid, Ebsco, ProQuest with 2,437 articles screened and 38 meeting inclusion criteria.",,10.5,0.012741,2026-05-21T05:14:47.598123+00:00
29435822,haiku,claude-haiku-4-5,longitudinal,high,Title and abstract explicitly state 'longitudinal study' with two survey waves over 1-year period.,,8.3,0.007014,2026-05-21T05:14:50.346386+00:00
29435822,opus,claude-opus-4-7,longitudinal,high,Abstract explicitly describes a standardized representative longitudinal survey over a 1-year period with two stages of surveying.,,3.32,0.090788,2026-05-21T05:14:55.632243+00:00
36134206,opus,claude-opus-4-7,scale_validation,high,Psychometric evaluation of Swedish Risky Loot Box Index using EFA and CFA.,,3.19,0.091275,2026-05-21T05:14:58.950892+00:00
36134206,sonnet,claude-sonnet-4-6,scale_validation,high,Study conducts EFA and CFA to psychometrically validate a Swedish version of the Risky Loot Box Index instrument.,,3.93,0.012906,2026-05-21T05:14:58.643145+00:00
36134206,haiku,claude-haiku-4-5,scale_validation,high,Study uses EFA and CFA to validate psychometric properties of the Swedish Risky Loot Box Index instrument.,,6.32,0.006107,2026-05-21T05:14:58.094117+00:00
30955212,sonnet,claude-sonnet-4-6,review_commentary,high,"Title identifies this as a direct reply/response piece, indicating it is a commentary rather than an empirical study.",,4.04,0.011316,2026-05-21T05:15:02.576390+00:00
37159337,haiku,claude-haiku-4-5,systematic_review,high,Scoping review with systematic search of named databases and explicit inclusion criteria applied to 38 articles.,,20.25,0.008244,2026-05-21T05:14:47.325591+00:00
30955212,opus,claude-opus-4-7,review_commentary,high,"Title explicitly identifies the paper as a 'reply to' another article, indicating a commentary/letter response.",,3.47,0.080794,2026-05-21T05:15:04.413731+00:00
30955212,haiku,claude-haiku-4-5,review_commentary,high,"Title explicitly states 'a reply to' another study, indicating response or commentary piece.",,9.41,0.007042,2026-05-21T05:15:02.142501+00:00
41037849,opus,claude-opus-4-7,cross_sectional,high,Abstract explicitly describes a multi-country cross-sectional survey (IGS22) of 955 individuals analyzed with logistic regression.,,3.87,0.089456,2026-05-21T05:15:07.889016+00:00
41037849,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states data came from a multi-country cross-sectional survey (IGS22) at a single time point.,,4.37,0.012497,2026-05-21T05:15:07.576716+00:00
41037849,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'multi-country cross sectional survey' with 955 participants at single 2022 time point.,,10.67,0.008176,2026-05-21T05:15:06.618934+00:00
32353204,sonnet,claude-sonnet-4-6,qualitative,high,"Single case report using clinical narrative and motivational interviewing, not a survey or experiment.",,5.81,0.012036,2026-05-21T05:15:11.761297+00:00
35991334,sonnet,claude-sonnet-4-6,cross_sectional,high,"2728 participants answered a single survey assessing loot box spending, problem gambling, and wellbeing at one time point.",,3.26,0.012246,2026-05-21T05:15:17.568247+00:00
32353204,haiku,claude-haiku-4-5,unspecified,high,"Paper is explicitly a single case report (n=1), which is not included in the provided taxonomy.",,13.48,0.008893,2026-05-21T05:15:11.556957+00:00
35991334,opus,claude-opus-4-7,cross_sectional,high,Single-timepoint survey of 2728 participants assessing correlations between loot box spending and gambling/wellbeing measures.,,4.75,0.088369,2026-05-21T05:15:20.828391+00:00
35991334,haiku,claude-haiku-4-5,cross_sectional,high,"Single survey of 2,728 participants examining loot box spending correlations with problem gambling and wellbeing.",,8.77,0.008045,2026-05-21T05:15:17.291855+00:00
38197896,opus,claude-opus-4-7,cross_sectional,high,"Two independent online surveys collecting sociodemographic and gaming data at single time points, no repeated measures.",,3.74,0.089362,2026-05-21T05:15:26.065547+00:00
38197896,sonnet,claude-sonnet-4-6,cross_sectional,high,Two independent online surveys collected data at a single time point with no repeated measures or longitudinal follow-up.,,4.81,0.012542,2026-05-21T05:15:25.580060+00:00
38197896,haiku,claude-haiku-4-5,cross_sectional,high,Two independent online surveys collected sociodemographic and gaming data at single time points without prospective follow-up.,,6.76,0.005719,2026-05-21T05:15:25.035051+00:00
38743487,sonnet,claude-sonnet-4-6,cross_sectional,high,Random Digit Dialling survey at a single time point using ordinal logistic regression on weighted population sample.,,3.08,0.012726,2026-05-21T05:15:30.392629+00:00
38743487,opus,claude-opus-4-7,cross_sectional,high,"National Random Digit Dialling survey of 15,000 Australian adults at one time point with ordinal logistic regression.",,3.25,0.091762,2026-05-21T05:15:31.791443+00:00
36606732,haiku,claude-haiku-4-5,longitudinal,high,"Title explicitly states 'Longitudinal analysis'; abstract describes two-wave survey (July 2019, July–October 2020) with 2,080 participants in both waves.",,6.7,0.005989,2026-05-21T05:15:33.468925+00:00
36606732,sonnet,claude-sonnet-4-6,longitudinal,high,Two-wave online survey (2019 and 2020) with repeated measures across time points explicitly stated.,,6.53,0.012977,2026-05-21T05:15:35.042972+00:00
38743487,haiku,claude-haiku-4-5,cross_sectional,high,"Random digit dialling survey of 15,000 Australian adults at single time point measuring harm prevalence and risk factors.",,12.12,0.010819,2026-05-21T05:15:29.802697+00:00
36606732,opus,claude-opus-4-7,longitudinal,high,"Two-wave online longitudinal survey (2019, 2020) with 2080 participants and random-effects models across waves.",,9.73,0.093056,2026-05-21T05:15:40.169361+00:00
36864740,sonnet,claude-sonnet-4-6,review_commentary,high,"The paper is an opinion/debate piece arguing a position on industry-academic collaboration, with no empirical data collection.",,8.43,0.012475,2026-05-21T05:15:41.926069+00:00
36864740,opus,claude-opus-4-7,review_commentary,high,"Titled 'Debate' and presents the author's opinion responding to other commentaries, with no empirical method described.",,5.87,0.089063,2026-05-21T05:15:49.905896+00:00
36864740,haiku,claude-haiku-4-5,review_commentary,high,"Title explicitly marks as 'Debate'; abstract presents argumentative opinion on research collaboration ethics, not empirical research.",,14.33,0.007512,2026-05-21T05:15:41.570489+00:00
41391469,haiku,claude-haiku-4-5,cross_sectional,high,Title and abstract explicitly state cross-sectional design; single time-point survey data collection (April–May 2023).,,9.76,0.007982,2026-05-21T05:15:50.355384+00:00
41391469,sonnet,claude-sonnet-4-6,cross_sectional,high,Authors explicitly state 'cross-sectional study' using single time-point 2023 ESPAD Italia survey data.,,7.81,0.013078,2026-05-21T05:15:55.781000+00:00
39241535,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states 'the present study used a cross-sectional design' with 451 adolescents surveyed at one time point.,,4.49,0.012719,2026-05-21T05:16:03.591048+00:00
39241535,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'The present study used a cross-sectional design' with single time-point data collection.,,8.27,0.005279,2026-05-21T05:16:00.116131+00:00
41391469,opus,claude-opus-4-7,cross_sectional,high,"Abstract explicitly describes a cross-sectional survey of 11,965 Italian adolescents using the 2023 ESPAD Italia questionnaire at one time point.",,14.82,0.093937,2026-05-21T05:15:55.924488+00:00
39241535,opus,claude-opus-4-7,cross_sectional,high,Abstract explicitly states 'the present study used a cross-sectional design' with 451 adolescents surveyed at one time point.,,7.93,0.091013,2026-05-21T05:16:08.078196+00:00
30746800,sonnet,claude-sonnet-4-6,review_commentary,medium,"Title frames a policy question without describing empirical data collection, suggesting commentary or opinion piece.",,10.02,0.011189,2026-05-21T05:16:10.749218+00:00
30746800,haiku,claude-haiku-4-5,unspecified,low,No abstract provided; title alone insufficient to determine study design versus policy discussion.,,16.24,0.006613,2026-05-21T05:16:08.391401+00:00
30746800,opus,claude-opus-4-7,review_commentary,medium,Title framed as policy question with no abstract; Addiction often publishes such short commentaries on loot box policy.,,10.48,0.080531,2026-05-21T05:16:16.007679+00:00
35722786,sonnet,claude-sonnet-4-6,review_commentary,high,"Title 'Response to Xiao et al.' indicates a direct reply/commentary with no abstract, signaling editorial opinion piece.",,7.77,0.01132,2026-05-21T05:16:24.629464+00:00
35722786,haiku,claude-haiku-4-5,review_commentary,high,"Title explicitly labels this as 'Response to Xiao et al.', indicating commentary rather than original research.",,12.63,0.006202,2026-05-21T05:16:20.781408+00:00
35722786,opus,claude-opus-4-7,review_commentary,high,"Title indicates a response/letter to another article, characteristic of commentary.",,8.13,0.0795,2026-05-21T05:16:26.489879+00:00
31704434,sonnet,claude-sonnet-4-6,review_commentary,high,"Title indicates a policy opinion piece; no empirical methods, data, or systematic search described.",,6.05,0.011159,2026-05-21T05:16:33.416627+00:00
31704434,opus,claude-opus-4-7,review_commentary,high,"Title signals a policy commentary/opinion piece on loot box regulation, not an empirical study.",,6.2,0.079875,2026-05-21T05:16:34.626550+00:00
32353204,opus,claude-opus-4-7,,,,rc=124,90.08,0.0,2026-05-21T05:15:11.943653+00:00
41860608,sonnet,claude-sonnet-4-6,scale_validation,high,"Develops and validates PBS-5 via psychometric analysis including factorial structure, internal consistency, ROC, and cut-off determination.",,9.2,0.013007,2026-05-21T05:16:40.824839+00:00
31704434,haiku,claude-haiku-4-5,review_commentary,medium,"Title uses 'cautious approach' and 'public policy' framing, indicating normative policy commentary rather than empirical methods.",,17.66,0.009121,2026-05-21T05:16:32.398727+00:00
31366420,sonnet,claude-sonnet-4-6,review_commentary,high,The article briefly examines and describes gaming disorder characteristics and treatment options without a systematic search method.,,6.62,0.011642,2026-05-21T05:16:50.063264+00:00
41860608,opus,claude-opus-4-7,scale_validation,high,"Develops and evaluates PBS-5 psychometrics (factor structure, internal consistency, ROC cut-offs) from ACSID-11 in Swiss surveys.",,15.55,0.094013,2026-05-21T05:16:42.020953+00:00
41860608,haiku,claude-haiku-4-5,scale_validation,high,"Explicit psychometric validation—factorial structure, internal consistency, ROC-based cut-off determination, external validity against PHQ-4.",,19.78,0.010633,2026-05-21T05:16:39.466707+00:00
31366420,opus,claude-opus-4-7,review_commentary,high,"Article briefly examines and describes gaming disorder features and treatment options from an Irish perspective, with no systematic search method.",,3.82,0.084713,2026-05-21T05:16:56.684798+00:00
31366420,haiku,claude-haiku-4-5,review_commentary,high,"Abstract describes examining characteristics, discussing features, and reviewing treatment options without systematic methodology or empirical research.",,11.29,0.006,2026-05-21T05:16:50.028860+00:00
27363690,sonnet,claude-sonnet-4-6,cross_sectional,high,Survey assessed individual differences and motivations at a single time point among social casino gamers.,,3.23,0.012374,2026-05-21T05:16:59.248882+00:00
27363690,opus,claude-opus-4-7,cross_sectional,high,"Single-timepoint assessment of individual differences and self-reported motivations among social casino gamers, with no manipulation or repeated measures.",,4.0,0.0903,2026-05-21T05:17:00.508665+00:00
27363690,haiku,claude-haiku-4-5,cross_sectional,high,Single-point assessment comparing micro-transactors vs. non-transactors on psychological variables; no repeated measures or temporal component mentioned.,,7.03,0.005895,2026-05-21T05:16:57.575702+00:00
35385397,sonnet,claude-sonnet-4-6,cross_sectional,high,Two survey samples measured past-month loot box purchasing and problem gambling at a single time point.,,4.06,0.012531,2026-05-21T05:17:02.479191+00:00
35385397,opus,claude-opus-4-7,cross_sectional,high,Two survey samples of adolescents assessed at a single time point with past-month measures and bivariate/regression analyses.,,4.53,0.090581,2026-05-21T05:17:04.512078+00:00
38571884,sonnet,claude-sonnet-4-6,cross_sectional,high,Clinical sample measured GD symptoms and game preferences at a single time point with no longitudinal follow-up.,,3.06,0.012449,2026-05-21T05:17:06.544121+00:00
35385397,haiku,claude-haiku-4-5,cross_sectional,high,Two survey samples recruited at single timepoint with associations examined via logistic regression; no longitudinal or experimental elements described.,,11.39,0.008714,2026-05-21T05:17:01.324248+00:00
38571884,haiku,claude-haiku-4-5,cross_sectional,high,Single time-point assessment of game preferences and GD symptoms in 85 clinical patients without longitudinal follow-up.,,11.61,0.007874,2026-05-21T05:17:04.606396+00:00
38571884,opus,claude-opus-4-7,cross_sectional,high,Single-timepoint survey of 85 clinical patients measuring GD symptoms via GASA with no repeated measures or manipulation.,,9.55,0.090431,2026-05-21T05:17:09.043970+00:00
35217933,sonnet,claude-sonnet-4-6,cross_sectional,high,Abstract explicitly states data were collected via a cross-sectional online survey with 737 participants.,,8.31,0.012299,2026-05-21T05:17:12.733058+00:00
35217933,opus,claude-opus-4-7,cross_sectional,high,Abstract states data collected via a cross-sectional online survey with 737 participants at a single time point.,,7.36,0.088706,2026-05-21T05:17:16.214377+00:00
35217933,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'Data were collected via a cross-sectional online survey' at single time point.,,14.72,0.006772,2026-05-21T05:17:09.605748+00:00
41567349,sonnet,claude-sonnet-4-6,scale_validation,high,"Study develops and validates STEPS-IDD using EFA, Cronbach's alpha, ROC analyses, and construct/concurrent validity assessment.",,6.38,0.012872,2026-05-21T05:17:21.044154+00:00
41567349,haiku,claude-haiku-4-5,scale_validation,high,"Abstract explicitly describes instrument development with EFA, Cronbach's alpha, concurrent validity, and ROC analyses.",,13.02,0.006294,2026-05-21T05:17:18.597530+00:00
41567349,opus,claude-opus-4-7,scale_validation,high,"Develops and validates STEPS-IDD using EFA, Cronbach's alpha, concurrent validity, and ROC cut-offs—classic psychometric instrument validation.",,10.02,0.093637,2026-05-21T05:17:23.576928+00:00
41186668,sonnet,claude-sonnet-4-6,longitudinal,high,"Survey data collected from 949 Finnish adults every six months from spring 2021 to fall 2024, spanning multiple time points.",,9.76,0.01219,2026-05-21T05:17:27.427225+00:00
41186668,haiku,claude-haiku-4-5,longitudinal,high,Prospective repeated-measures survey: data collected every six months from spring 2021 to fall 2024 measuring gambling problems over time.,,13.69,0.006775,2026-05-21T05:17:24.327801+00:00
41186668,opus,claude-opus-4-7,longitudinal,high,"Nationwide survey data collected every six months from 2021 to 2024 from 949 participants, explicitly longitudinal repeated-measures design.",,7.91,0.087806,2026-05-21T05:17:31.615564+00:00
36003120,haiku,claude-haiku-4-5,cross_sectional,high,Abstract explicitly states 'cross-sectional observational design' with single time-point survey of 519 students.,,8.1,0.005513,2026-05-21T05:17:33.602042+00:00
