item_id,criterion,tier,model,verdict,reason,parse_error,error,latency_s,cost_usd
GHI-18,SCOPE,sonnet,claude-sonnet-4-6,ok,"The item includes explicit impairment markers (paid storage expansions, overflow problems) and loss-of-control language ('yet I continue to retain them').",,,2.9,0.013956
GHI-18,SCOPE,opus,claude-opus-4-7,ok,"Stem includes explicit impairment markers (ongoing management difficulty, paid expansions, overflow) and persistence despite cost, distinguishing it from normal play.",,,3.27,0.101044
GHI-18,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses no clinical-disorder vocabulary; distress is framed as a practical consequence (storage costs, overflow) of behavior.",,,2.98,0.013881
GHI-18,SCOPE,haiku,claude-haiku-4-5,ok,"Item includes explicit impairment marker (inventory management difficulty, paid expansions, overflow) and loss-of-control marker (continues retaining despite difficulties), distinguishing it from norm",,,12.58,0.011479
GHI-18,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes behavior and concrete consequences (storage costs, overflow) without clinical-disorder vocabulary like addiction, compulsion, or obsession.",,,5.34,0.101194
GHI-18,LANGUAGE,haiku,claude-haiku-4-5,ok,Stem uses no clinical-disorder vocabulary; frames concrete consequences rather than applying diagnostic labels to behavior.,,,11.48,0.010404
GHI-18,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,ok,"The stem explicitly targets impairment (paid storage, overflow, ongoing difficulty) beyond rational resource management, not the retention itself.",,,2.98,0.013956
GHI-18,OVERPATHOLOGIZING,opus,claude-opus-4-7,ok,"Stem explicitly centers impairment (ongoing management difficulty, paid expansions, overflow) and retention despite costs, not rational resource management.",,,3.33,0.101494
GHI-17,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,Measures emotional distress (meaningful pain) distinguishing excess loss aversion from normal resource preservation.,,,31.83,0.022077
GHI-18,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,"Item explicitly identifies impairment (inventory difficulty, storage costs) and loss-of-control as the symptom-like aspect, not pathologizing normal sentimental attachment.",,,22.51,0.017242
