pmid,tier,model,sample_idx,verdict,domains,reason,parse_error,error,latency_s,cost_usd
39851819,opus,claude-opus-4-7,2,Exclude,,"Scale development for general problematic gaming; no focus on hoarding, loot boxes, completionism, or loss aversion constructs.",,,3.8,0.012814
39851819,haiku,claude-haiku-4-5,1,Exclude,,"Scale measures general problematic gaming consequences, not hoarding-specific behaviors in games.",,,19.91,0.010131
40219036,sonnet,claude-sonnet-4-6,0,Exclude,,"Studies food addiction and behavioral addictions clinically; no game-item hoarding, virtual inventory, or loot box behavior examined.",,,3.28,0.014443
40219036,haiku,claude-haiku-4-5,0,Exclude,,"Food addiction comorbidity study; doesn't examine in-game hoarding, loot box behavior, inventory management, completionism, or psychological ownership of virtual items.",,,12.66,0.010219
40219036,sonnet,claude-sonnet-4-6,1,Exclude,,Examines food addiction and behavioral addictions clinically; no game-specific hoarding or virtual item behavior examined.,,,3.84,0.001709
40219036,sonnet,claude-sonnet-4-6,2,Exclude,,"Studies behavioral addictions and food addiction in clinical patients; no game item retention, loot box, or hoarding-in-game behavioral domain.",,,3.27,0.001799
40219036,haiku,claude-haiku-4-5,1,Exclude,,Food addiction study in behavioral addictions patients; no examination of game-specific hoarding or collecting.,,,16.6,0.013194
40219036,haiku,claude-haiku-4-5,2,Exclude,,Food addiction study across behavioral addictions; no game mechanics or hoarding behaviors examined.,,,16.04,0.012124
40219036,opus,claude-opus-4-7,1,Exclude,,"Study on food addiction across behavioral addictions; gaming disorder mentioned only as comorbidity, no hoarding/collecting/loss-aversion game behaviors examined.",,,3.74,0.105769
40219036,opus,claude-opus-4-7,0,Exclude,,"Study on food addiction across behavioral addictions; gaming disorder mentioned but no examination of hoarding, loot boxes, or in-game accumulation behaviors.",,,4.01,0.105544
40219036,opus,claude-opus-4-7,2,Exclude,,"Study on food addiction across behavioral addictions; gaming disorder is included only as a comorbidity context, no hoarding-related game behavior examined.",,,3.91,0.105019
36814178,sonnet,claude-sonnet-4-6,0,Exclude,,Studies compulsive buying and gaming disorder only as behavioral addiction aggregates; no game-specific hoarding or inventory behavior examined.,,,3.36,0.01405
36814178,sonnet,claude-sonnet-4-6,1,Exclude,,"Examines behavioral addictions broadly via trauma/dissociation; no game-specific hoarding, inventory, gacha, or virtual-item construct.",,,3.39,0.001799
36814178,sonnet,claude-sonnet-4-6,2,Exclude,,Study examines childhood trauma and dissociation as predictors of behavioral addictions with no game-specific behavioral or item-hoarding component.,,,3.73,0.001754
36814178,opus,claude-opus-4-7,0,Exclude,,"Study examines behavioral addictions broadly via childhood trauma and dissociation; no focus on hoarding, loot boxes, inventory, or collecting behaviors in games.",,,3.91,0.102319
36814178,opus,claude-opus-4-7,1,Exclude,,"Study examines behavioral addictions broadly (gambling, IGD, social media, exercise, compulsive buying) without specific focus on hoarding-related game behaviors.",,,5.99,0.0139
36814178,opus,claude-opus-4-7,2,Exclude,,"Study examines behavioral addictions broadly via childhood trauma and dissociation, without focus on hoarding, loot boxes, or in-game accumulation behaviors.",,,4.44,0.0139
36814178,haiku,claude-haiku-4-5,1,Maybe,,"Includes internet gaming disorder and compulsive buying as outcomes, but abstract does not explicitly address game-specific item hoarding or loot-box behaviors.",,,26.58,0.018613
36814178,haiku,claude-haiku-4-5,0,Exclude,,"Studies behavioral addictions including internet gaming, but not game-hoarding, loot-box, inventory, or completionism behaviors.",,,30.37,0.022108
36814178,haiku,claude-haiku-4-5,2,Maybe,,Mentions internet gaming disorder and compulsive buying but lacks specificity about gaming-related hoarding behaviors; full text needed.,,,32.6,0.022333
41037849,sonnet,claude-sonnet-4-6,0,Maybe,D3,Examines in-game microtransaction overspending and gaming disorder but focuses on spending behavior and financial harm rather than collecting/hoarding constructs.,,,3.35,0.014207
41037849,sonnet,claude-sonnet-4-6,1,Maybe,D3,Covers in-game purchases and overspending but focuses on gaming disorder economics; full text needed to confirm behavioral/psychological measures.,,,3.23,0.001756
41037849,sonnet,claude-sonnet-4-6,2,Maybe,D3,Covers in-game microtransaction overspending and gaming disorder but focuses on financial harm rather than collecting or hoarding behavior.,,,3.13,0.001771
41037849,opus,claude-opus-4-7,0,Maybe,D3,"Examines gaming disorder and overspending including in-game microtransactions, tangentially relevant to loot box/gacha collecting; full-text needed to confirm behavioral measures.",,,4.05,0.102356
41037849,haiku,claude-haiku-4-5,2,Include,D3|Cross-domain,Peer-reviewed empirical study linking in-game overspending and microtransactions to gaming disorder across age groups.,,,19.91,0.013189
41037849,opus,claude-opus-4-7,1,Maybe,D3,"Examines gaming disorder and overspending including in-game microtransactions, tangentially relevant to loot box/gacha collecting; full-text needed to confirm behavioral measures.",,,3.78,0.01433
41037849,opus,claude-opus-4-7,2,Maybe,D3,Examines overspending on in-game microtransactions and gaming disorder; touches loot box/gacha-adjacent spending but focuses on monetization rather than hoarding/collecting behavior.,,,3.86,0.01463
36941849,haiku,claude-haiku-4-5,0,Exclude,,"Behavioral addiction study; no evidence of focus on game-specific hoarding, loot boxes, gacha, inventory, or completionism mechanics.",,,13.89,0.009369
41037849,haiku,claude-haiku-4-5,0,Maybe,D3,Paper studies game overspending linked to gaming disorder; may involve gacha/loot boxes; full-text review needed.,,,40.15,0.027139
36941849,sonnet,claude-sonnet-4-6,0,Exclude,,Study examines behavioral addictions and sedative use in young adults with no game-specific hoarding or virtual item behavior.,,,3.4,0.01402
36941849,haiku,claude-haiku-4-5,1,Exclude,,"Examines general behavioral addictions, not game-specific hoarding, item retention, loot boxes, gacha, inventory, or completionism behaviors.",,,17.07,0.012264
36941849,sonnet,claude-sonnet-4-6,1,Exclude,,"Study examines behavioral addictions linked to sedative use; no game hoarding, loot box, or relevant game mechanic component.",,,3.74,0.001738
36941849,sonnet,claude-sonnet-4-6,2,Exclude,,"Study examines behavioral addictions linked to sedative use; no game hoarding, loot box, or virtual item behavior addressed.",,,3.42,0.001723
36941849,opus,claude-opus-4-7,0,Exclude,,"Study examines non-medical sedative use and general behavioral addictions, with no focus on game hoarding, loot boxes, or relevant in-game behaviors.",,,3.47,0.102431
36941849,opus,claude-opus-4-7,1,Exclude,,"Study examines sedative/hypnotic use and behavioral addictions broadly; no focus on hoarding, loot boxes, or game-specific accumulation behaviors.",,,3.75,0.102731
36941849,opus,claude-opus-4-7,2,Exclude,,"Study examines sedative/hypnotic use and behavioral addictions broadly; no focus on in-game hoarding, loot boxes, or relevant accumulation behaviors.",,,3.98,0.014096
36941849,haiku,claude-haiku-4-5,2,Exclude,,Examines behavioral addictions in NMUSH context but lacks focus on game-specific hoarding mechanisms.,,,18.34,0.012409
41037849,haiku,claude-haiku-4-5,1,Include,D3|Cross-domain,Empirical study linking Gaming Disorder to in-game purchase overspending; meets compulsive buying criterion.,,,57.96,0.041639
41822430,sonnet,claude-sonnet-4-6,0,Exclude,,"Studies behavioral addictions and food addiction comorbidity with no game item hoarding, loot box, or virtual possession component.",,,3.21,0.0142
41822430,sonnet,claude-sonnet-4-6,1,Exclude,,Network analysis of food addiction and behavioral addictions in clinical patients; no game mechanic or virtual item behavior examined.,,,3.58,0.001676
41822430,sonnet,claude-sonnet-4-6,2,Exclude,,"Network analysis of behavioral addictions and food addiction comorbidity; no game mechanics, items, or hoarding constructs examined.",,,3.52,0.001721
41822430,opus,claude-opus-4-7,0,Exclude,,"Study examines food addiction comorbidity with behavioral addictions broadly; no focus on in-game hoarding, loot boxes, or game-specific accumulation behaviors.",,,3.02,0.103969
41822430,haiku,claude-haiku-4-5,0,Exclude,,"Gaming disorder mentioned but paper focuses on food addiction comorbidity, not in-game hoarding, loot boxes, gacha, or game-specific collecting behaviors.",,,21.34,0.015573
41822430,haiku,claude-haiku-4-5,1,Exclude,,Clinical comorbidity study of food addiction and behavioral addictions; gaming disorder mentioned but game-specific hoarding/collecting constructs not examined.,,,21.24,0.014593
41822430,opus,claude-opus-4-7,2,Exclude,,"Study examines food addiction comorbidity with behavioral addictions broadly; no focus on hoarding, loot boxes, inventory, or game-specific accumulation behaviors.",,,3.81,0.014258
41822430,opus,claude-opus-4-7,1,Exclude,,"Study of food addiction comorbidity with behavioral addictions; no examination of in-game hoarding, loot boxes, or virtual item behaviors.",,,5.85,0.013583
41822430,haiku,claude-haiku-4-5,2,Exclude,,"Examines gaming disorder comorbidity with food addiction, but does not investigate in-game item-hoarding, gacha, or inventory mechanics.",,,25.63,0.016728
38197896,sonnet,claude-sonnet-4-6,0,Maybe,D3,"Examines in-game purchases and loot box charges in relation to gaming disorder, but focuses on GD severity rather than hoarding/collecting behavior.",,,4.22,0.014222
38197896,sonnet,claude-sonnet-4-6,1,Maybe,D3,"Examines in-game purchases and loot box charges in relation to Gaming Disorder; tangential to D3 but focused on disorder severity, not collecting behavior.",,,5.09,0.001878
38197896,sonnet,claude-sonnet-4-6,2,Maybe,D3,"Examines in-game purchases and loot box charges in relation to gaming disorder, tangentially touching D3 but primary focus is GD severity.",,,3.8,0.001833
38197896,haiku,claude-haiku-4-5,2,Maybe,D3,"Empirical study examining loot box charges and in-game purchases, but primary focus is Gaming Disorder epidemiology rather than hoarding constructs specifically.",,,20.25,0.014082
38197896,opus,claude-opus-4-7,0,Maybe,D3,"Examines in-game purchases and loot box charges related to gaming disorder, but focus is GD rather than hoarding/collecting constructs.",,,3.64,0.102262
38197896,opus,claude-opus-4-7,1,Include,D3,Large-scale empirical study examining in-game purchases and loot box charges in relation to gaming disorder among Japanese adults.,,,3.42,0.012975
38197896,haiku,claude-haiku-4-5,1,Include,D3,Peer-reviewed study explicitly examining loot box collecting behavior and gaming disorder in Japanese adults.,,,31.01,0.021407
38197896,opus,claude-opus-4-7,2,Maybe,D3,"Examines in-game purchases including loot box charges and gaming disorder, but focus is on GD broadly rather than hoarding/collecting behavior specifically.",,,11.54,0.013875
36864740,haiku,claude-haiku-4-5,0,Exclude,,Debate piece about research methodology; no original empirical data on game hoarding behaviors.,,,11.99,0.009295
36864740,sonnet,claude-sonnet-4-6,0,Exclude,,Editorial commentary on research ethics and industry collaboration; no original empirical data on game hoarding behaviors.,,,3.76,0.014005
36864740,sonnet,claude-sonnet-4-6,1,Exclude,,Editorial commentary on research methodology and industry collaboration; no original empirical data on game hoarding behaviors.,,,2.66,0.001623
38197896,haiku,claude-haiku-4-5,0,Include,D3,Peer-reviewed empirical study explicitly examining loot box charges and in-game purchases in relation to gaming disorder; matches D3 directly.,,,45.57,0.032007
36864740,haiku,claude-haiku-4-5,1,Exclude,,Commentary on research ethics without original behavioral data; meets exclusion criterion #4.,,,14.4,0.01093
36864740,sonnet,claude-sonnet-4-6,2,Exclude,,Editorial commentary on research ethics and industry collaboration; no original behavioral or psychological data on game hoarding constructs.,,,3.04,0.001653
36864740,haiku,claude-haiku-4-5,2,Exclude,,"Debate piece without original empirical data; discusses research ethics, not hoarding game behaviors.",,,14.22,0.009065
36864740,opus,claude-opus-4-7,0,Exclude,,Opinion/debate piece on industry-academic collaboration without original empirical data on loot box behavior.,,,4.03,0.100837
36864740,opus,claude-opus-4-7,1,Exclude,,Opinion/debate piece on research collaboration ethics without original empirical data on loot box behavior.,,,3.57,0.100763
36864740,opus,claude-opus-4-7,2,Exclude,,Opinion/debate piece on research ethics regarding industry collaboration; no original empirical data on hoarding-related game behaviors.,,,3.06,0.101587
28918416,sonnet,claude-sonnet-4-6,0,Exclude,,"National addiction survey methodology paper; no game-specific hoarding, inventory, or loot box behavioral constructs examined.",,,2.95,0.014496
28918416,sonnet,claude-sonnet-4-6,1,Exclude,,"National addiction survey methodology paper; no game item hoarding, virtual inventory, or loot box behavioral focus.",,,5.16,0.001687
28918416,sonnet,claude-sonnet-4-6,2,Exclude,,"National addiction survey methodology paper; no game item hoarding, inventory, or virtual possession behavioral content.",,,3.12,0.001657
28918416,haiku,claude-haiku-4-5,0,Exclude,,"Methodological survey of general addictions including gaming. Focuses on problematic online gaming disorder, not game-specific hoarding or accumulation behaviors.",,,13.62,0.01046
28918416,haiku,claude-haiku-4-5,2,Exclude,,Methodology paper on general addiction survey; does not examine game-specific hoarding behaviors or domains.,,,13.86,0.010425
28918416,opus,claude-opus-4-7,0,Exclude,,"Methodology paper describing a national addiction survey; no specific focus on game hoarding, loot boxes, or relevant behavioral domains.",,,4.07,0.105038
28918416,opus,claude-opus-4-7,1,Exclude,,"General addiction survey methodology paper without specific focus on game hoarding, loot boxes, or relevant behavioral domains.",,,3.19,0.104662
28918416,opus,claude-opus-4-7,2,Exclude,,"Methodology paper on Hungarian addiction survey; no focus on game hoarding, loot boxes, or relevant accumulation behaviors.",,,3.5,0.01359
28918416,haiku,claude-haiku-4-5,1,Exclude,,"Methodological paper on addiction survey; measures gaming broadly but not game-specific hoarding behaviors (gacha, loot boxes, inventory paralysis, completionism).",,,19.1,0.01023
33028074,sonnet,claude-sonnet-4-6,0,Exclude,,"Meta-analysis on gaming disorder prevalence lacks focus on hoarding, collecting, or loss-aversion behaviors in game contexts.",,,3.09,0.01429
33028074,sonnet,claude-sonnet-4-6,1,Exclude,,"Meta-analysis on gaming disorder prevalence; no examination of hoarding, collecting, inventory, or loss-aversion game behaviors.",,,3.34,0.001743
33028074,sonnet,claude-sonnet-4-6,2,Exclude,,"Meta-analysis covers gaming disorder prevalence broadly, with no focus on hoarding, collecting, inventory, or loot-box behaviors.",,,3.17,0.001758
33028074,opus,claude-opus-4-7,0,Exclude,,"Meta-analysis of gaming disorder prevalence; does not address hoarding, loot boxes, completionism, or any target behavioral domain.",,,3.62,0.10425
33028074,opus,claude-opus-4-7,1,Exclude,,"General gaming disorder prevalence meta-analysis without focus on hoarding, loot boxes, collecting, completionism, or any specified behavioral domain.",,,3.87,0.013815
33028074,opus,claude-opus-4-7,2,Exclude,,"Meta-analysis of general gaming disorder prevalence; does not address hoarding, loot boxes, completionism, or any of the five behavioral domains.",,,3.55,0.01374
33028074,haiku,claude-haiku-4-5,0,Exclude,,"Studies gaming disorder prevalence broadly, not specific hoarding-related game behaviors mapped to protocol domains.",,,29.77,0.019877
26690622,haiku,claude-haiku-4-5,0,Exclude,,Study of exercise dependence at fitness centers; pathological gaming found in 0% of sample; no game-specific hoarding behaviors examined.,,,12.57,0.011247
33028074,haiku,claude-haiku-4-5,1,Exclude,,"Gaming disorder prevalence meta-analysis; does not examine hoarding-related game behaviors, item retention, or collection mechanics.",,,36.53,0.024672
26690622,sonnet,claude-sonnet-4-6,0,Exclude,,Study examines exercise dependence and addictive behaviors in fitness center clients; no game hoarding or virtual item constructs.,,,3.77,0.01444
26690622,sonnet,claude-sonnet-4-6,1,Exclude,,Study examines exercise dependence and addictive behaviors in fitness clients; no game-specific hoarding or virtual item behavior.,,,2.99,0.00174
26690622,haiku,claude-haiku-4-5,1,Exclude,,"Exercise dependence study with incidental gaming measure (zero cases). No game-specific hoarding, loot box, inventory, or completionism constructs examined.",,,16.7,0.013047
26690622,sonnet,claude-sonnet-4-6,2,Exclude,,"Study examines exercise dependence and behavioral addictions without any game-specific hoarding, loot box, or virtual item component.",,,5.27,0.001755
26690622,opus,claude-opus-4-7,0,Exclude,,"Study on exercise dependence and addictive behaviors; pathological gaming included but no hoarding, loot box, or collecting construct examined.",,,3.97,0.104925
26690622,haiku,claude-haiku-4-5,2,Exclude,,"Paper measures generic pathological video gaming unrelated to specific hoarding-domain behaviors (loot boxes, gacha, inventory, completionism, backlog, item retention).",,,16.11,0.012032
26690622,opus,claude-opus-4-7,2,Exclude,,"Study on exercise dependence and addictive behaviors; pathological gaming measured but no hoarding, loot box, or accumulation construct examined.",,,3.72,0.013581
26690622,opus,claude-opus-4-7,1,Exclude,,"Study of exercise dependence and addictive behaviors in fitness clients; no examination of hoarding, loot boxes, or in-game accumulation.",,,5.42,0.013656
33028074,haiku,claude-haiku-4-5,2,Maybe,,Prevalence study of gaming disorder; unclear whether hoarding-specific behaviors or constructs are addressed without full-text review.,,,53.94,0.034852
41454725,sonnet,claude-sonnet-4-6,0,Exclude,,"National addiction epidemiology survey with no game-item hoarding, inventory, or loot box behavioral component.",,,3.25,0.014342
41454725,sonnet,claude-sonnet-4-6,1,Exclude,,"National addiction epidemiology survey with no game-specific hoarding, inventory, loot box, or virtual item behavioral measures.",,,3.04,0.001736
41454725,sonnet,claude-sonnet-4-6,2,Exclude,,"National addiction epidemiology survey with no game-specific hoarding, inventory, or virtual item behavioral focus.",,,3.24,0.001676
41454725,haiku,claude-haiku-4-5,1,Exclude,,"Broad addiction survey including gaming disorder, but no focus on specific in-game hoarding behaviors (loot boxes, inventory, completionism).",,,13.54,0.009873
41454725,opus,claude-opus-4-7,0,Exclude,,General epidemiological survey methodology paper on addictions; no specific focus on game hoarding behaviors or relevant domains.,,,3.32,0.103875
41454725,haiku,claude-haiku-4-5,0,Exclude,,"General addiction epidemiology survey; gaming disorder mentioned but lacks focus on in-game hoarding behaviors, item retention, loot boxes, or hoarding-construct links.",,,16.22,0.012093
41454725,opus,claude-opus-4-7,2,Exclude,,"General addiction epidemiology survey methodology paper; no specific focus on game hoarding, loot boxes, or any target behavioral domain.",,,3.61,0.013377
41454725,opus,claude-opus-4-7,1,Exclude,,"General population addiction epidemiology survey methodology; no specific focus on game hoarding, loot boxes, or relevant behavioral domains.",,,5.07,0.013377
41454725,haiku,claude-haiku-4-5,2,Maybe,,Methodological paper on addiction survey including gaming disorder; full text needed to assess hoarding-behavior relevance.,,,22.14,0.014393
35855504,sonnet,claude-sonnet-4-6,0,Exclude,,Narrative review of broad internet addictions without game-specific behavioral or psychological measures tied to hoarding constructs.,,,2.84,0.013982
35855504,sonnet,claude-sonnet-4-6,1,Exclude,,"Narrative review of internet addictions broadly; no game-specific hoarding, inventory, gacha, completionism, or virtual possession constructs examined.",,,2.76,0.001782
35855504,haiku,claude-haiku-4-5,0,Exclude,,"Narrative review without empirical data; lacks specific focus on in-game hoarding, gacha, or inventory behaviors.",,,15.38,0.011827
35855504,haiku,claude-haiku-4-5,1,Exclude,,"Narrative review, not empirical/systematic. Does not examine specific game hoarding, loot box, or inventory behaviors in scope.",,,12.73,0.010212
35855504,sonnet,claude-sonnet-4-6,2,Exclude,,"Narrative review of internet addictions broadly; no focus on game-specific hoarding, loot boxes, or virtual item behavior.",,,2.86,0.001722
35855504,opus,claude-opus-4-7,0,Exclude,,Narrative review of broad internet-based addictions during COVID-19; not peer-reviewed empirical study on game hoarding behaviors specifically.,,,4.16,0.102525
35855504,opus,claude-opus-4-7,1,Exclude,,Narrative review of broad internet-based addictions during COVID-19; not peer-reviewed empirical study of game hoarding behaviors.,,,3.85,0.1023
35855504,opus,claude-opus-4-7,2,Exclude,,Narrative review of internet-based addictions during COVID-19; not peer-reviewed empirical study of in-game hoarding behaviors or relevant constructs.,,,3.85,0.102825
35855504,haiku,claude-haiku-4-5,2,Exclude,,Narrative review of internet addictions; does not specifically examine game-hoarding behaviors or connect game behavior to hoarding constructs.,,,16.79,0.012952
36606732,sonnet,claude-sonnet-4-6,0,Maybe,D3,"Covers loot box purchase and skin betting with psychological measures, but primary focus is general gambling severity without game mechanic emphasis.",,,4.48,0.014657
36606732,sonnet,claude-sonnet-4-6,1,Maybe,D3,"Includes loot box purchase and skin betting as gambling-like game mechanics, but focus is primarily pure gambling severity without game-behavioral measures.",,,3.25,0.00183
36606732,sonnet,claude-sonnet-4-6,2,Maybe,D3,Includes loot box and skin betting as gambling-like game mechanics but focuses primarily on problem gambling severity without game-behavioral hoarding measures.,,,3.83,0.00183
36606732,opus,claude-opus-4-7,0,Maybe,D3,"Includes loot box purchase and skin betting as gambling activities linked to PGSI, but primary focus is gambling forms; full-text review needed.",,,3.21,0.105881
36606732,opus,claude-opus-4-7,1,Maybe,D3,"Includes skin betting and loot box purchase as gambling activities, but framed as gambling study; full-text needed to assess game-mechanic relevance.",,,3.97,0.013928
36606732,opus,claude-opus-4-7,2,Maybe,D3,"Includes skin betting and loot box purchase as gambling activities linked to PGSI, but primarily a gambling study; full-text review needed.",,,3.26,0.013703
36606732,haiku,claude-haiku-4-5,2,Maybe,D3,Paper examines loot boxes in games but primarily studies problem gambling; full-text needed to assess relevance to hoarding behaviors.,,,35.68,0.021737
36606732,haiku,claude-haiku-4-5,0,Maybe,D3,"Explicitly examines loot box purchase and skin betting in games linked to problem gambling severity, but primary focus is gambling severity across all modalities.",,,37.34,0.025107
34375360,haiku,claude-haiku-4-5,0,Exclude,,"Studies excessive video gaming as general dysregulated behavior linked to cannabis use, not specific in-game hoarding, loot boxes, or item collection behaviors.",,,16.12,0.011698
34375360,sonnet,claude-sonnet-4-6,0,Exclude,,"Studies cannabis abuse associations with dysregulated behaviors; no focus on game-specific hoarding, loot boxes, inventory, or related constructs.",,,3.15,0.014372
34375360,sonnet,claude-sonnet-4-6,1,Exclude,,"Studies cannabis-behavior co-occurrence without examining game-specific hoarding, collecting, or loss-aversion constructs; no relevant domain coverage.",,,3.25,0.00179
36606732,haiku,claude-haiku-4-5,1,Maybe,D3,Includes loot box purchase among studied gambling activities but primarily measures problem gambling severity; full-text review needed.,,,47.29,0.030782
34375360,sonnet,claude-sonnet-4-6,2,Exclude,,"Studies cannabis-gaming co-occurrence without examining hoarding, collecting, inventory, loss aversion, or completionism behavioral domains.",,,3.01,0.00173
34375360,opus,claude-opus-4-7,0,Exclude,,"Study on cannabis abuse associations with problematic video gaming and other behaviors; no hoarding, loot box, or collecting constructs examined.",,,3.46,0.1044
34375360,haiku,claude-haiku-4-5,2,Exclude,,"General epidemiological study of cannabis and dysregulated behaviors; measures video gaming broadly, not game hoarding mechanics.",,,14.79,0.010673
34375360,opus,claude-opus-4-7,1,Exclude,,"Studies cannabis use associations with problematic video gaming generally; no focus on hoarding, loot boxes, completionism, or inventory behaviors.",,,3.59,0.013677
34375360,opus,claude-opus-4-7,2,Exclude,,"Study on cannabis abuse and problematic video gaming/behavioral addictions; no focus on hoarding, loot boxes, inventory, or collecting constructs.",,,3.37,0.014052
34375360,haiku,claude-haiku-4-5,1,Exclude,,"Examines problematic gaming generally, not specific in-game hoarding, collecting, inventory, or completionism behaviors required by protocol.",,,21.38,0.016593
27199853,sonnet,claude-sonnet-4-6,0,Exclude,,Clinical comorbidity study of compulsive buying and gambling disorder with no game mechanic or virtual item component.,,,2.81,0.014432
27199853,sonnet,claude-sonnet-4-6,1,Exclude,,Clinical study of CBB and gambling disorder comorbidity with no game mechanic or virtual item behavior component.,,,3.07,0.001683
27199853,sonnet,claude-sonnet-4-6,2,Exclude,,Clinical comorbidity study of compulsive buying and gambling disorder with no game mechanic or virtual item component.,,,2.66,0.001698
27199853,haiku,claude-haiku-4-5,1,Exclude,,Pure gambling and compulsive buying study; no game-specific mechanics or loot-box connection.,,,14.13,0.012057
27199853,haiku,claude-haiku-4-5,0,Exclude,,Examines gambling disorder without game mechanics; matches exclusion criterion 3.,,,16.68,0.011982
27199853,opus,claude-opus-4-7,0,Exclude,,Study examines compulsive buying and gambling disorder comorbidity in clinical patients without game mechanic or loot box/gacha component.,,,3.57,0.104325
27199853,opus,claude-opus-4-7,1,Exclude,,"Study examines comorbidity of compulsive buying and gambling disorder in clinical patients without game mechanic, loot box, or gacha component.",,,3.13,0.104475
27199853,opus,claude-opus-4-7,2,Exclude,,Studies compulsive buying and gambling disorder comorbidity in clinical patients without game mechanics or loot box/gacha component.,,,4.39,0.013239
27199853,haiku,claude-haiku-4-5,2,Exclude,,Pure gambling/compulsive buying comorbidity study; no game mechanic or gaming context evident.,,,21.97,0.015677
33835041,sonnet,claude-sonnet-4-6,0,Exclude,,National addiction survey with no game-specific behavioral domains; gaming mentioned only as generic problematic internet use.,,,3.27,0.014264
33835041,sonnet,claude-sonnet-4-6,1,Exclude,,"National addiction survey with no game-specific hoarding, inventory, loot box, or virtual item behavioral measures.",,,3.36,0.001687
33835041,haiku,claude-haiku-4-5,0,Exclude,,Methodological survey covering addiction broadly; no focus on hoarding-related game behaviors.,,,16.31,0.011
33835041,haiku,claude-haiku-4-5,1,Exclude,,"Methodological paper describing survey design and measurement tools; does not examine in-game hoarding, item retention, loot boxes, or behavioral domains.",,,19.56,0.01409
33835041,opus,claude-opus-4-7,0,Exclude,,General population addiction survey methodology paper; no specific examination of game hoarding behaviors or domains of interest.,,,3.4,0.103313
33835041,sonnet,claude-sonnet-4-6,2,Exclude,,"National addiction survey with no game-item hoarding, loot box, inventory, or completionism component; gaming mentioned only as general behavioral addiction.",,,7.41,0.001792
33835041,opus,claude-opus-4-7,1,Exclude,,"General population addiction survey methodology paper without specific focus on game hoarding, loot boxes, or in-game accumulation behaviors.",,,4.05,0.013212
33835041,opus,claude-opus-4-7,2,Exclude,,"General population addiction survey methodology paper; no specific focus on game hoarding, loot boxes, or related behavioral domains.",,,4.93,0.012987
33835041,haiku,claude-haiku-4-5,2,Exclude,,"National addiction survey includes problematic gaming, but lacks game-specific hoarding, gacha, inventory, completionism, backlog, or psychological-ownership measures.",,,30.78,0.02202
34904959,haiku,claude-haiku-4-5,2,Exclude,,"Measures gaming frequency during COVID as addictive behavior; does not examine game-specific hoarding, gacha, inventory, or completionism constructs.",,,12.35,0.009559
34904959,sonnet,claude-sonnet-4-6,0,Exclude,,"Gaming measured only as frequency of addictive behavior; no game-specific hoarding, inventory, loot box, or collecting constructs examined.",,,3.09,0.014282
34904959,haiku,claude-haiku-4-5,1,Exclude,,"Treats gaming as one of eight generic pandemic-era behaviors; no examination of in-game hoarding, loot boxes, inventory mechanics, or hoarding-construct links.",,,14.12,0.010854
34904959,sonnet,claude-sonnet-4-6,1,Exclude,,"Measures gaming as addictive behavior broadly; no examination of in-game item retention, hoarding, loot boxes, or related constructs.",,,3.0,0.001798
34904959,haiku,claude-haiku-4-5,0,Exclude,,"Gaming measured only as frequency in behavioral addiction survey; no specific hoarding, loot box, or inventory mechanisms examined.",,,20.6,0.015104
34904959,opus,claude-opus-4-7,0,Exclude,,Studies general addictive behaviors during COVID-19 including gaming and compulsive buying but does not examine hoarding-related game mechanics or behavioral domains.,,,4.03,0.103069
34904959,sonnet,claude-sonnet-4-6,2,Exclude,,"Measures gaming frequency as addictive behavior broadly; no game-specific hoarding, loot box, inventory, or collecting constructs examined.",,,6.25,0.001783
34904959,opus,claude-opus-4-7,1,Exclude,,"Study examines general addictive behaviors during COVID-19 without focus on game-specific hoarding, loot boxes, or accumulation constructs.",,,3.69,0.013384
34904959,opus,claude-opus-4-7,2,Exclude,,"General addictive behaviors study during Covid-19; no specific focus on hoarding, loot boxes, completionism, or in-game accumulation constructs.",,,3.59,0.013534
27378999,sonnet,claude-sonnet-4-6,0,Exclude,,"Compares behavioral addictions clinically; no game-specific hoarding, loot box, or virtual item behavioral measures present.",,,3.14,0.01357
27378999,sonnet,claude-sonnet-4-6,1,Exclude,,Compares CBB to other behavioral addictions clinically but includes no game-specific behavioral or psychological measures.,,,3.99,0.001625
27378999,sonnet,claude-sonnet-4-6,2,Exclude,,"Compares behavioral addictions clinically but has no game mechanic, virtual item, or game-specific behavioral component.",,,3.54,0.001654
27378999,haiku,claude-haiku-4-5,0,Exclude,,Compares behavioral addictions clinically; does not examine game-mechanic-driven compulsive buying.,,,16.3,0.012081
27378999,opus,claude-opus-4-7,0,Exclude,,"Compares compulsive buying with behavioral addictions including gaming disorder, but does not examine in-game hoarding, loot boxes, or virtual item behaviors.",,,4.16,0.099544
27378999,opus,claude-opus-4-7,1,Exclude,,"Clinical comparison of compulsive buying with other behavioral addictions; no game-specific hoarding, loot box, or virtual item behavior examined.",,,3.07,0.013247
27378999,haiku,claude-haiku-4-5,2,Exclude,,Studies compulsive buying disorder clinically; does not examine game-specific hoarding behaviors or connect CBB to gaming contexts.,,,19.31,0.013941
27378999,opus,claude-opus-4-7,2,Exclude,,"Compares compulsive buying with other behavioral addictions clinically; no focus on in-game hoarding, loot boxes, or virtual item collecting behaviors.",,,3.3,0.013547
