item_id,criterion,tier,model,verdict,reason,parse_error,error,latency_s,cost_usd
GHI-18,SCOPE,opus,claude-opus-4-7,violates,"Keeping sentimentally valued but functionally useless items is near-universal among engaged players, with no frequency, distress, or loss-of-control marker.",,,4.15,0.100181
GHI-18,SCOPE,haiku,claude-haiku-4-5,violates,"Keeping sentimental items is normative among engaged gamers; the item lacks frequency, distress, or loss-of-control markers.",,,10.29,0.008615
GHI-18,SCOPE,sonnet,claude-sonnet-4-6,violates,Sentimental attachment to functionally useless items is common among engaged players with no impairment or loss-of-control marker present.,,,12.79,0.013907
GHI-18,LANGUAGE,sonnet,claude-sonnet-4-6,ok,"The stem uses no clinical-disorder vocabulary; 'personal memories' and 'functionally useless' are lay descriptors, not diagnostic labels.",,,3.95,0.013907
GHI-17,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,ok,"Item distinguishes rational spending behavior from disproportionate emotional pain response, explicitly acknowledging resource replenishability.",,,22.02,0.015712
GHI-18,LANGUAGE,opus,claude-opus-4-7,ok,"Stem describes sentimental attachment in plain language without clinical-disorder vocabulary like addiction, compulsion, obsession, or withdrawal.",,,3.67,0.100556
GHI-18,OVERPATHOLOGIZING,sonnet,claude-sonnet-4-6,violates,Sentimental attachment to mementos is normatively rational behavior framed implicitly as a symptom with no distress or impairment marker.,,,2.65,0.014027
GHI-18,OVERPATHOLOGIZING,opus,claude-opus-4-7,violates,"Keeping sentimentally meaningful items is a normatively rational, universal human behavior; framing it as a symptom pathologizes ordinary attachment.",,,3.28,0.101231
GHI-18,LANGUAGE,haiku,claude-haiku-4-5,ok,"No clinical-disorder vocabulary; emotional attachment framed as behavioral reason, not pathological label.",,,16.08,0.014495
GHI-18,OVERPATHOLOGIZING,haiku,claude-haiku-4-5,violates,"Describes adaptive sentimental attachment without distress/impairment/loss-of-control markers, framing normal behavior as potential symptom.",,,26.73,0.018733
