pmid,title,authors,year,journal,abstract,domains,game_score,hoarding_score,relevance_score,source_query
40569695,Widespread illegal video game advertising in the UK and South Korea: Many adverts not disclosing loot box presence found using Meta's ad repository.,Xiao Leon Y et al.,2025,Journal of behavioral addictions,"Gambling advertising on social media negatively affects public health. Advertising repositories represent a novel data access method for studying the commercial and legal determinants of health. Loot boxes are gambling-like products in video games that players, including young children, buy to obtain random rewards. Their advertising is specifically regulated in the UK and South Korea: loot box presence must be disclosed in any advertising. This rule is enforced differently: the UK relies on industry self-regulation with little deterrence effect, whilst South Korea imposes strict penalties. We assessed and compared compliance to inform policymaking. Using Meta's advertising repository, we searched whether 394 popular mobile, console, and PC games with loot boxes advertised in the UK and South Korea. The most recently published ads after the rules came into force (N = 2,358) were analysed for compliance. Only 8.4% of UK and 7.6% of South Korean ads disclosed loot box presence. Further, 71.4% of UK disclosures and 44.9% of Korean disclosures were not reasonably visually prominent as required, thus the true compliance rates were 2.4% and 4.2%. Most video games are not complying with international loot box advertising rules. More active enforcement, imposing stricter penalties against non-compliance, providing detailed guidance, and educating foreign companies may lead to better compliance. Governments should not rely on toothless industry self-regulation or unenforced laws to address public health concerns when the evidence indicates widespread non-compliance. Policymakers should adopt laws requiring companies to provide data access to facilitate better independent research.",D3: Gacha / Loot box,4,1,4,Q1+Q2
30940247,Hoarding all of the chips: Slot machine gambling and the foraging for coins.,Robinson Mike James Ferrar,2019,The Behavioral and brain sciences,"Predictions made by the ""incentive hope"" hypothesis account for overconsumption in unpredictable food environments. However, when applied to uncertain gambling situations, there are several areas where this theory falls short. Most notably, it has trouble explaining why, in slot machine gambling, players are motivated by extended play to spend time trying to resolve uncertainty, rather than hoarding monetary gains.",D3: Gacha / Loot box; Cross-domain: Hoarding link,2,2,4,Q1
35381433,Exploring the association between loot boxes and problem gambling: Are video gamers referring to loot boxes when they complete gambling screening tools?,Sidloski Benjamin et al.,2022,Addictive behaviors,"Concerns regarding the similarities between video game 'loot boxes' and gambling have been supported by correlations in survey studies between loot box engagement and problem gambling scores. It is generally noted that this correlation could reflect loot box users migrating to conventional gambling, and/or people with gambling problems being attracted to loot boxes when they play video games. We describe a third possibility, that when gamers complete problem gambling screens they may be referring to harms incurred from their loot box use. Using three secondary datasets from cross-sectional online surveys, we explore this account in two ways. First, in participants who do not endorse any participation in conventional forms of gambling, we compare rates of positive (i.e. non-zero) scores on the Problem Gambling Severity Index (PGSI) in participants with and without loot box use. Second, noting that some PGSI items have less relevance to loot box use versus gambling, we compare endorsement rates of individual PGSI items, in gamers versus gamblers, and loot box users vs non-loot box users (focusing on item 3 ""going back another day to win back the money you lost""). In analysis 1, positive PGSI scorers among non-gamblers were significantly elevated in loot box users vs non-loot box users, although absolute numbers were low overall. In analysis 2, there were no reliable differences (gamers vs gamblers, loot box users vs non-loot box users) in PGSI item 3 endorsement rates. We conclude that these results provide partial support for this third option, and highlight a need for future studies to consider this possibility more directly.",D3: Gacha / Loot box,4,1,4,Q1+Q2
31312481,Adolescents and loot boxes: links with problem gambling and motivations for purchase.,Zendle David et al.,2019,Royal Society open science,"Loot boxes are items in video games that can be paid for with real-world money but contain randomized contents. Many games that feature loot boxes are played by adolescents. Similarities between loot boxes and gambling have led to concern that they are linked to the development of problem gambling in adolescents. Previous research has shown links between loot boxes and problem gambling in adult populations. However, thus far, there is no empirical evidence of either the size or existence of a link between loot box spending and problem gambling in adolescents. A large-scale survey of 16- to 18-year-olds (n = 1155) found evidence for such a link (η 2 = 0.120). The link between loot box spending and problem gambling among these older adolescents was of moderate to large magnitude. It was stronger than relationships previously observed in adults. Qualitative analysis of text data showed that gamers bought loot boxes for a variety of reasons. Several of these motivations were similar to common reasons for engaging in gambling. Overall, these results suggest that loot boxes either cause problem gambling among older adolescents, allow game companies to profit from adolescents with gambling problems for massive monetary rewards, or both of the above. Possible strategies for regulation and restriction are given.",D3: Gacha / Loot box; D6: Backlog,4,1,4,Q1+Q2
35933619,"Opening Pandora's Loot Box: Weak Links Between Gambling and Loot Box Expenditure in China, and Player Opinions on Probability Disclosures and Pity-Timers.",Xiao Leon Y et al.,2023,Journal of gambling studies,"Loot boxes are quasi-gambling virtual products in video games that provide randomised rewards of varying value. Previous studies in Western contexts have identified a positive correlation between loot box purchasing and problem gambling severity. A preregistered survey of People's Republic of China (PRC) video game players (N = 879) failed to replicate this correlation. We observed statistically significant but weak positive correlations between loot box expenditure and past-year gambling participation, and between loot box expenditure and impulsiveness. This study cannot prove that loot boxes are not disproportionately purchased by people with problem gambling symptomatology in the PRC or that PRC players are not potentially at risk of loot box-related harms. Instead, the evidence suggests that the relationship between loot boxes and gambling might be weaker in the PRC than in Western countries. We identified multiple unique factors about the PRC that might be affecting this relationship. For example, the lotteries are the only legally permitted form of gambling. More gamified electronic gambling products are unavailable. The limited availability of gambling meant that a low level of gambling participation (n = 87) was observed, which is a limitation of this study. Additionally, the PRC is presently the only country to legally require loot box probability disclosures as a consumer protection measure. Most loot box purchasers (84.6%) reported seeing loot box probability disclosures, but only 19.3% of this group reported consequently spending less money. Most loot box purchasers (86.9%) thought that pity-timers, which increase the winning probabilities of obtaining rarer rewards, are appropriate for implementation. Future loot box research should give greater consideration to differing cultural contexts and novel consumer protection measures.",D3: Gacha / Loot box; D6: Backlog,4,1,4,Q1+Q2
41556971,"Should gaming disorder include non-digital gaming activities, e.g., collectible card games, tabletop games?",Sanders James L et al.,2026,Journal of behavioral addictions,"This commentary critically considers the case for including non-digital gaming within the scope of gaming disorder. The ICD-11 category for gaming disorder refers to gaming (i.e., 'digital gaming' or 'video-gaming') which may be predominantly 'online' (i.e., over the internet) versus 'offline'. Non-digital forms of gaming (i.e., gaming that does not involve any electronic devices and is not conducted over the internet) are not explicitly recognized. We suggest that gaming in both digital and non-digital formats is an activity of relevance to addiction studies and public health, and that an exclusive focus on digital gaming may overlook potential non-digital game-related risks and harms. We refer to popular collectible card games (e.g., Pokémon, Magic: The Gathering [MtG]) and tabletop games (e.g., Warhammer 40K), as these activities seem to have the most in common with online games, particularly in relation to similarities to digital monetization schemes (e.g., loot boxes). We call for research to investigate the relative costs and benefits of engagement in non-digital gaming activities. If highly involved players of non-digital games tend to not report gaming disorder symptoms or harm, then it may be worthwhile examining how these players differ from digital game players. Finally, investigating non-digital gaming may produce new insights into developing effective interventions and preventive measures for problematic digital gaming.",D3: Gacha / Loot box,4,1,4,Q1+Q2
36202911,No effect of short term exposure to gambling like reward systems on post game risk taking.,D'Amico Nicholas J et al.,2022,Scientific reports,"Is engaging with gambling-like video game rewards a risk factor for future gambling? Despite speculation, there are no direct experimental tests of this ""gateway hypothesis"". We test a mechanism that might support this pathway: the effects of engaging with gambling-like reward mechanisms on risk-taking. We tested the hypothesis that players exposed to gambling-like rewards (i.e., randomised rewards delivered via a loot box) would show increased risk-taking compared to players in fixed and no reward control conditions. 153 participants (Mage = 25) completed twenty minutes of gameplay-including exposure to one of the three reward conditions-before completing a gamified, online version of the Balloon Analogue Risk Task (BART). Self-reports of gambling and loot box engagement were collected via the Problem Gambling Severity Index, and Risky Loot-Box Index. Bayesian t-tests comparing BART scores across reward conditions provided moderate to strong evidence for a null effect of condition on risk-taking (BF = 4.05-10.64). Null effects were not moderated by players' problem gambling symptomatology. A Spearman correlation between past loot box engagement and self-reported gambling severity (rs = 0.35) aligned with existing literature. Our data speak against a ""gateway"" hypothesis, but add support to the notion that problem gambling symptoms might make players vulnerable to overspending on loot boxes.",D3: Gacha / Loot box,4,1,4,Q1+Q2
31760581,"Rare Loot Box Rewards Trigger Larger Arousal and Reward Responses, and Greater Urge to Open More Loot Boxes.",Larche Chanel J et al.,2021,Journal of gambling studies,"Loot boxes are a purchasable video-game feature consisting of randomly determined, in-game virtual items. Due to their chance-based nature, there is much debate as to whether they constitute a form of gambling. We sought to address this issue by examining whether players treat virtual loot box rewards in a way that parallels established reward reactivity for monetary rewards in slots play. Across two sets of experiments, we show that loot boxes containing rarer items are more valuable, arousing, rewarding and urge-inducing to players, similar to the way slots gamblers treat rare large wins in slots play. Importantly, we show in Experiment 2 that the duration of Post Reinforcement Pauses, an index of reward reactivity, are longer for boxes with rarer items. Boxes containing rarer rewards also trigger larger Skin Conductance Responses and larger force responses-indices of positive arousal. Findings of Experiment 2 also revealed that there was an increase in anticipatory arousal prior to the reveal of loot box rewards. Collectively, our results elucidate the structural similarities between loot boxes and specific gambling games. The fact that players find rarer game items hedonically rewarding and motivating has implications for potential risky or excessive loot box use for some players.",D3: Gacha / Loot box; D4: Inventory / virtual possession,2,2,4,Q1+Q2
41058647,How gacha gaming and life quality shape problem gambling risk: insights from a cross-sectional study using Hong Kong-based online survey of young adults.,Tang Anson Chui Yan et al.,2025,Frontiers in psychiatry,"Research related to the effects of gacha gaming on problem gambling among Chinese young adults in Hong Kong is limited the impact of quality of life (QoL) domains on gacha-related gambling behaviors remains largely unexplored. This study explored associations between gacha gaming behaviors QoL problem gambling risk in this population. A cross-sectional study used an online survey to collect data from 281 young adults (aged 18-25) with experience in freemium gaming. Participants completed questionnaires on socio-demographics, problem gambling risk (PGSI-C), QoL (WHOQOL-BREF, Hong Kong version), and gacha gaming behaviors (e.g., daily gaming time, monthly expenses). Stepwise regression analyzed associations between PGSI scores, QoL domains, and gaming behaviors, with p<0.05 indicating significance. Of 281 respondents, 63.3% belonged to the low-risk problem gambling group, and 11% belonged to the high-risk group. High-risk gamers had significantly higher monthly gacha expenses (p=0.021). Regression analysis revealed a significant association between PGSI scores, daily gaming time, QoL variables, and education level(Adjusted R²=0.113, p=0.001). Physical and overall QoL were negatively associated with problem gambling risk(p<0.01), while daily gaming time and social QoL were positively associated with problem gambling risk(p<0.05,p<0.01). Effect sizes of all significant variables were small (f²=0.014-0.04). The positive association between social QoL and problem gambling risk suggests that a gamer's social circle significantly influences gambling behavior. These findings provide direction for future studies on the contributing roles of different QoL domains in gacha-related gambling among Chinese young adults in Hong Kong. Future studies shall adopt a probability sampling approach and/or a wider sampling pool to increase the generalizability of the findings.",D3: Gacha / Loot box,3,1,3,Q1+Q2
34121958,An Evaluation of Gaming-Related Harms in Relation to Gaming Disorder and Loot Box Involvement.,Carey Patrick Andrew Kerin et al.,2022,International journal of mental health and addiction,"The specific nature of harm and functional impairment in the context of gaming disorder (GD) has received limited attention. In this study, we present one of the first concerted attempts to measure the types and degree of harm experienced by people displaying signs of problem gaming. Attempts were made to assess the extent to which types of harm were attributable to gaming as opposed to other factors. The study also investigated potential behavioural indicators of harmful involvement, including exposure to loot boxes. A sample of 471 regular gamers (M = 380, F = 73), recruited through the online platform Prolific, completed a survey where problem gaming was identified using Petry et al.'s (2014) checklist. Individuals who met the cut-off for gaming disorder scored higher than the non-problem group on most dimensions of harm, with physical and psychological types being the most common issues. Loot box expenditure was low (M = $25 in 3 months, for the 10.8% of respondents who played loot boxes) but significantly positively associated with the degree of gaming-related financial harm. This study shows that problem gaming is most strongly associated with physical or psychological harm and that financial harms may manifest in gaming activities that facilitate continuous spending options.",D3: Gacha / Loot box,3,1,3,Q1+Q2
32203522,"The relationship between problem gambling, excessive gaming, psychological distress and spending on loot boxes in Aotearoa New Zealand, Australia, and the United States-A cross-national survey.",Drummond Aaron et al.,2020,PloS one,"Loot boxes are digital containers of randomised rewards available in many video games. Due to similarities between some loot boxes and traditional forms of gambling, concerns regarding the relationship between spending on loot boxes in video games and symptoms of problematic gambling have been expressed by policy makers and the general public. We present the first investigation of these concerns in large cross-sectional cross-national samples from three countries (Aotearoa New Zealand, Australia, and the United States). A sample of 1,049 participants were recruited through Qualtrics' Survey Targeting service from a broad cross-section of the population in Australia (n = 339), Aotearoa New Zealand (n = 323), and the United States (n = 387). Participants answered a survey assessing problem gambling, problem gaming symptomology, and how much they spent on loot boxes per month. On average, individuals with problem gambling issues spent approximately $13 USD per month more on loot boxes than those with no such symptoms. Loot box spending was also associated with both positive and negative moods, albeit with small effect sizes. Analyses showed both interactions and correlations between problematic gambling and problematic gaming symptoms, indicating both some commonality in the mechanisms underlying, and independent contributions made by, these proposed diagnostic criteria. These results provide context for dialogues regarding how best to reduce the impacts of loot box spending among those with problematic gambling symptoms.",D3: Gacha / Loot box,3,1,3,Q1+Q2
35954678,Response to the Regulation of Video Games under the Youth Media Protection Act: A Public Health Perspective.,Lischer Suzanne et al.,2022,International journal of environmental research and public health,"The Swiss Youth and Media Act, which is about to enter into force, is an attempt to provide a legislative framework for video game use. Among other inclusions, the law intends to make providers more accountable by taking measures to protect minors from harm that can be caused by improper use of video games. However, it is a challenge to create a legal framework that can adequately regulate the evolving features of video games. Legislators must find a suitable regulatory approach which takes into account the fact that there is an increasing convergence between video games and gambling, particularly with the introduction of loot boxes. Moreover, there is a need for regulation, including the prohibition of misleading designs, the introduction of additional protection for minors, and the assurance of transparency of transactions. Appropriate policy legislation and consumer-protection measures are needed to protect people using these types of products, particularly children and adolescents. Further work should focus on assessing game characteristics to refine regulatory models to promote safe gaming. Based on experiences from the field of psychoactive substances as well as that of gambling, it is now a matter of developing a matrix of harm with elaborated categories: a tool that makes it possible to evaluate the potential harms of certain game design in an evidence-based manner.",D3: Gacha / Loot box,3,1,3,Q1
36975230,The Mediating Effect of Psychological Ownership on the Relationship between Value Co-Creation and the In-App Purchasing Intention of Mobile Games Players.,Li Yiwen et al.,2023,"Behavioral sciences (Basel, Switzerland)","In previous research on in-app purchasing, one of the revenue sources for mobile games focuses on users' unilateral relationships, such as their achievement, loyalty, and perception. However, little has been discussed about the commercial impact of the bilateral relationship. We extend discussions by examining an unprecedented issue, that is, the role of the bilateral relationships between users and mobile game companies in increasing in-app purchasing intention. We borrow from the business literature and psychology to hypothesize that when mobile game users co-create value with a mobile game company, their psychological ownership of the mobile game increases, which in turn increases their in-app purchasing intentions. To test this hypothesis, we conducted a carefully designed study by recruiting eighty-six Chinese game users. Half of the participants were exposed to an imaginary mobile game whose interface allowed them to co-create value with the mobile game company and the other half were exposed to an identical mobile game whose interface did not. We recruited participants from the two online platforms in which Chinese mobile game players gather-Weibo and WeChat Moment. Using SPSS 26, we conducted an independent samples test to test the effect of value co-creation and employed Hayes Model 4 to test whether psychological ownership mediated the relationship between value co-creation and in-app purchasing intention. We found that (1) when participants were allowed to co-create value, their in-app purchasing intentions increased, and (2) the relationship between value co-creation and in-app purchasing intention was mediated by psychological ownership. Our findings provide fresh insights for mobile game designers and marketers.",D4: Inventory / virtual possession; D5: Completionism,3,1,3,Q1
35397261,"Loot boxes and problem gambling: Investigating the ""gateway hypothesis"".",Spicer Stuart Gordon et al.,2022,Addictive behaviors,"Loot boxes are purchasable items in video games with a chance-based outcome. They have attracted substantial attention from academics and legislators over recent years, partly because of associations between loot box engagement and problem gambling. Some researchers have suggested that loot boxes may act as a gateway into subsequent gambling and/or problem gambling. However, such ""gateway effects"" have not been formally investigated. Using a survey of 1102 individuals who both purchase loot boxes and gamble, we found that 19.87% of the sample self-reported either ""gateway effects"" (loot boxes causally influencing subsequent gambling) or ""reverse gateway effects"" (gambling causally influencing subsequent loot box engagement). Both subsets of participants had higher scores for problem gambling, problem video gaming, gambling-related cognitions, risky loot boxes engagement, and impulsivity. These individuals also had a tendency for higher loot box and gambling spend; suggesting that potential gateway effects are related to measurable risks and harms. Moreover, the majority of participants reporting gateway effects were under 18 when they first purchased loot boxes. Content analysis of free text responses revealed several reasons for self-reported gateway effects, the most frequent of which were sensation-seeking, normalisation of gambling-like behaviours, and the addictive nature of both activities. Whilst the cross-sectional nature of our findings cannot conclusively establish directions of causality, thus highlighting the need for longitudinal research, we conclude that there is a case for legislation on loot boxes for harm minimisation purposes.",D3: Gacha / Loot box; D6: Backlog,3,1,3,Q1+Q2
34258146,Characteristics of Gamers who Purchase Loot Box: a Systematic Literature Review.,Yokomitsu Kengo et al.,2021,Current addiction reports,"Research has indicated that loot boxes are risky gaming components that could exacerbate Internet gaming disorder due to a link between loot box purchasing and gambling. We conducted a systematic review to identify the characteristics of people who purchase loot boxes with real money, focusing on the relationships (a) between loot boxes and gaming, (b) between loot boxes and gambling, and (c) between loot boxes and other variables. Of the 201 studies examined for eligibility, we reviewed 20 studies that met the predefined criteria, which were extracted by searching electronic databases (PsycINFO, PubMed, Ovid, EBSCO, and Web of Science) and the reference lists of included studies, and that were published up to March 27, 2021. Overall, this review identified positive relationships among Internet gaming disorder-related symptoms, disordered gambling symptoms, and engagement with, or investment in, loot boxes. In addition to gaming and gambling, the relationships among some variables, such as mood, gender, physiological state, motivation, and loot box engagement, were examined. The present review clarified relationships between loot box engagement, gaming, gambling, and other variables, such as mood, gender, physiological state, and motivation, and partially identified the characteristics of people who purchase loot boxes using real money. Specifically, those who spend more money in-game on loot boxes exhibit Internet gaming-related and/or disordered gambling symptoms and behaviors. Finally, we discussed future directions for clinical psychological studies on loot boxes.",D3: Gacha / Loot box; D6: Backlog,3,1,3,Q1+Q2
29952052,Predatory monetization schemes in video games (e.g. 'loot boxes') and internet gaming disorder.,King Daniel L et al.,2018,"Addiction (Abingdon, England)",,D3: Gacha / Loot box,3,1,3,Q1+Q2
35434248,The role of microtransactions in Internet Gaming Disorder and Gambling Disorder: A preregistered systematic review.,Raneri Phillip C et al.,2022,Addictive behaviors reports,"Recently there has been increased interest in understanding the relationship between microtransactions, gaming, and gambling. This review aimed to synthesise the evidence on the relationship between microtransactions, 'Internet Gaming Disorder' (IGD), and Gambling Disorder in order to report on the: psychometric assessments used, sampling and demographic information, study design and sampling methods, relationships between microtransactions and both IGD and gambling disorder. Inclusion criteria included: refereed studies quantifying microtransactions and/or loot boxes examining their relationship with IGD and/or gambling disorder that were published between 2013 and 2021. Electronic databases were searched and the results were synthesised qualitatively. 14 studies were included. The quality of the evidence was 'Good' and clear positive relationships between microtransactions and both IGD and gambling disorder were identified. These relationships apply more to loot boxes than other microtransactions, and risky loot box use was identified as a possible mediator of these relationships. Additionally, microtransaction expenditure increased with the risk of gambling disorder. There is some evidence that adolescents who purchase loot boxes may be more at risk of developing gambling disorder. External validity is limited due to the cross-sectional nature of the evidence, the use of convenience sampling, and the predominantly Western samples resulting in non-representative samples. Prevalence rates of IGD and gambling disorder varied significantly across studies and were different to general prevalence rates. We conclude that there is a need to develop consistent methods for assessing IGD and microtransaction engagement in future research. Implications for policy-makers and future research are discussed.",D3: Gacha / Loot box; D6: Backlog,1,3,3,Q1+Q2
34068271,"""It's the Attraction of Winning That Draws You in""-A Qualitative Investigation of Reasons and Facilitators for Videogame Loot Box Engagement in UK Gamers.",Nicklin Laura Louise et al.,2021,Journal of clinical medicine,"Excessive engagement with (increasingly prevalent) loot boxes within games has consistently been linked with disordered gambling and/or gaming. The importance of recognising and managing potential risks associated with loot box involvement means understanding contributing factors is a pressing research priority. Given that motivations for gaming and gambling have been informative in understanding risky engagement with those behaviours, this qualitative study investigated motivations for buying loot boxes, through in-depth interviews with 28 gamers from across the UK. A reflexive thematic analysis categorised reasons for buying into seven ""themes""; opening experience; value of box contents; game-related elements; social influences; emotive/impulsive influences; fear of missing out; triggers/facilitators. These themes are described in detail and discussed in relation to the existing literature and motivation theories. This study contributes to understanding ways in which digital items within loot boxes can be highly valued by purchasers, informing the debate around parallels with gambling. Findings that certain motivations were disproportionately endorsed by participants with symptoms of problematic gambling has potential implications for policy and warrants further study.",D3: Gacha / Loot box; D6: Backlog,3,1,3,Q1+Q2
40730840,The impact of environmental serious game on pro-environmental behavior through environmental psychological ownership and environmental self-efficacy.,Chen Jinsong et al.,2025,Scientific reports,"Environmental serious games, propelled by rapid information technology development, represent a novel intervention in the environmental sector. The study seeks to investigate how environmental serious games influence pro-environmental behavior while examining the mediating roles of environmental psychological ownership and environmental self-efficacy. Utilizing literature review and theoretical derivation, the study establishes a research framework and employs questionnaire surveys and field methods to analyze the relationships between environmental serious games, pro-environmental behavior, environmental psychological ownership, and environmental self-efficacy. The findings demonstrate that environmental serious games effectively enhance public awareness and participation in environmental protection efforts. Environmental psychological ownership and environmental self-efficacy serve as mediators between gaming experiences and environmental behaviors. More specifically, games enhance players' sense of environmental psychological ownership and environmental self-efficacy, consequently promoting more active environmental behaviors. These findings hold significant implications for the design and promotion of environmental serious games. They reveal the significant potential of games in enhancing public awareness and facilitating environmental behaviors, providing new avenues for environmental protection. Additionally, the study underscores the critical roles of environmental psychological ownership and environmental self-efficacy in game interventions, offering a theoretical foundation and guidance for future game design and evaluation. Furthermore, the findings provide insights into areas such as environmental education, policy development, and public management practices.",D4: Inventory / virtual possession,3,1,3,Q1
40887505,Associations between alcohol consumption and spending on gambling like mechanisms in video games.,East Lucy C et al.,2025,Scientific reports,"Loot boxes are purchasable digital containers in video games that hold randomised rewards. Many loot boxes meet both psychological and legal criteria for gambling. Previous studies have linked risky engagement with, and increased spending on, loot boxes with both problem gambling and excessive gaming symptomatology. Given similarities between loot boxes and conventional gambling, and the well documented relationship between alcohol and gambling, this study examined whether loot box spending was associated with drinking behaviours. In a pre-registered study, participants (N = 199) from Australia, Aotearoa (New Zealand), and the United States completed an online survey assessing alcohol consumption, loot box spending behaviours, and problem gambling and gaming symptomatology. Small-to-moderate positive correlations between drinking during gaming sessions and increased risky loot box engagement and spending were observed. In contrast, measures of problematic alcohol consumption did not correlate with increased spending or risky engagement with loot boxes. Results suggest that drinking alcohol while gaming may be associated with risky engagement with, and increased spending on, loot boxes.",D3: Gacha / Loot box,3,1,3,Q1+Q2
28439243,Relationships between Behavioural Addictions and Psychiatric Disorders: What Is Known and What Is Yet to Be Learned?,Starcevic Vladan et al.,2017,Frontiers in psychiatry,"This article provides a narrative review of the relationships between several behavioural addictions [pathological gambling, problematic Internet use (PIU), problematic online gaming, compulsive sexual behaviour disorder, compulsive buying, and exercise addiction] and psychiatric disorders. Associations between most behavioural addictions and depressive and anxiety disorders are strong and seem relatively non-specific. Strong links with substance use disorders may support the notion that some people are more prone to addictive behaviours, regardless of whether these involve substances or problematic activities. Other associations seem relatively specific, for example, those between PIU/online gaming and attention-deficit/hyperactivity disorder, between compulsive buying on the one hand and eating disorders and hoarding on the other hand and between exercise addiction and eating disorders. The quality of the research varies, but most studies suffer from methodological limitations, including a cross-sectional or correlational design, non-representative study populations, small sample sizes, reliance on self-report assessment instruments, diverse diagnostic criteria, and conceptual heterogeneity of most behavioural addictions. Due to these limitations, generalisability of the findings is questionable and the direction of causality, if any, is unknown in the relationships between behavioural addictions and psychiatric disorders. Regardless of the aetiological uncertainty, these relationships often call for a modified treatment approach. Prospective studies are needed to clarify the longitudinal relationships between behavioural addictions and psychiatric disorders.",D3: Gacha / Loot box; Cross-domain: Hoarding link,1,3,3,Q1
38868486,Does the loot box open the door to addiction? A case report of gaming disorder with high charges for loot box purchases.,Inaguma Tokuya et al.,2024,PCN reports : psychiatry and clinical neurosciences,"A loot box is a gaming term for an electronic lottery that randomly provides items that enhance the gaming experience. In recent years, loot boxes have been increasingly discussed as a risk factor of gaming disorder (GD). While they may be purchased for a few dollars at a time, the cumulative expenses resulting from their addictive use have become a social problem. This paper presents a case of GD involving a substantial financial burden incurred through the use of a Japanese loot box called Gacha. The randomness in the selection of virtual items in loot boxes resembles gambling, triggering the reward system and contributing to an addiction to purchasing more loot boxes. For therapeutic purposes, understanding the motivations behind purchasing loot boxes and considering individual developmental characteristics are crucial to helping patients find satisfaction and a sense of achievement in activities besides gaming.",D3: Gacha / Loot box; D4: Inventory / virtual possession; D5: Completionism; D6: Backlog,1,3,3,Q1+Q2
40980049,"Commentary: Prediction of problem gambling by demographics, gaming behavior and psychological correlates among gacha gamers: A cross-sectional online survey in Chinese young adults.",Xiao Leon Y et al.,2025,Frontiers in psychiatry,,D3: Gacha / Loot box,3,1,3,Q1+Q2
41670808,"When Gaming Becomes Like Gambling: The Role of Flow, Immersion, Craving, and Self-control in Risky Loot Box use among Polish gamers.",Cudo Andrzej et al.,2026,Journal of gambling studies,"Loot boxes are in-game items offering randomised rewards, often purchased with real money, and share structural similarities with gambling. Risky loot box use (RLBU) has been associated with gaming disorder (GD) symptoms, gambling-related cognitions, and financial harms. This study examined psychological correlates of RLBU in a sample of Polish gamers. A cross-sectional online survey was conducted among 433 active gamers (216 female, M = 26.95 years, SD = 4.80), who had used loot boxes in the past 12 months. Participants completed measures of RLBU, GD symptoms, craving for gaming, self-control dimensions, flow, immersion, gaming platform use, and time spent on specific game genres. Hierarchical regression analyses showed that RLBU was positively associated with daily loot box use, purchasing loot boxes with real money, flow (absorption), immersion, craving for gaming, and GD symptoms. RLBU was negatively associated with self-control in the goal maintenance domain. Additionally, computer gaming was associated with higher RLBU compared to mobile gaming; however, this relationship was attenuated when psychological variables were included. No specific game genre was significantly associated with RLBU. These findings may suggest that immersive and absorbing gaming experiences, combined with low ability to maintain long-term goals, may increase susceptibility to RLBU, particularly when reinforced by monetary involvement and frequent use. The results may highlight the need for prevention strategies addressing self-control, gaming-related craving, and cognitive biases related to loot box outcomes, as well as consideration of structural game design elements that may foster problematic engagement.",D3: Gacha / Loot box; D6: Backlog,3,1,3,Q1+Q2
37756294,What are the odds? Poor compliance with UK loot box probability disclosure industry self-regulation.,Xiao Leon Y et al.,2023,PloS one,"Loot boxes are purchased in video games to obtain randomised rewards of varying value and are thus psychologically akin to gambling. Disclosing the probabilities of obtaining loot box rewards may reduce overspending, in a similar vein to related disclosure approaches in gambling. Presently, this consumer protection measure has been adopted as law only in the People's Republic of China (PRC). In other countries, the videogaming industry has generally adopted this measure as self-regulation. However, self-regulation conflicts with commercial interests and might not maximally promote public welfare. The loot box prevalence rate amongst the 100 highest-grossing UK iPhone games was 77% in mid-2021. The compliance rate with probability disclosure industry self-regulation was only 64.0%, significantly lower than that of PRC legal regulation (95.6%). In addition, UK games generally made insufficiently prominent and difficult-to-access disclosures both in-game and on the game's official website. Significantly fewer UK games disclosed probabilities on their official websites (21.3%) when compared to 72.5% of PRC games. Only one of 75 UK games (1.3%) adopted the most prominent disclosure format of automatically displaying the probabilities on the in-game purchase page. Policymakers should demand more accountable forms of industry self-regulation or impose direct legal regulation to ensure consumer protection.",D3: Gacha / Loot box; D6: Backlog,3,1,3,Q1+Q2
34857367,[Gambling and Internet habits in a French population with addictive disorders seeking treatment: a multicentric study].,Lever D et al.,2021,L'Encephale,"Transversal grouping of addictions under the heading ""Substance related and addictive disorders"" in the DSM-5 has led to a common policy on addictions and the promotion of addiction services covering all types of addictions, including behavioral addictions. The main objective of this study was to describe the prevalence of problem gambling in a population of patients seeking treatment in addictive disorders center. Secondary objectives were: to describe the use of Internet and the prevalence of gaming disorder, sexual addiction and compulsive buying online ; to describe a population of patients consulting in addictive disorders center; to explore associated factors related to problem gambling. A self-questionnaire was built, evaluating the socio-demographic elements, the addiction pathway, problem gambling and Internet use with a focus on video game disorder, sexual addiction and compulsive buying. It was offered to consultants from five addictology centers in Brittany. 252 patients seeking treatment for addictive disorders were included. Problem gambling was present in 9.9 % of patients. Problem gamblers were more likely to have been asked about their gambling by the addictology team than other patients. The rate of identification of gambling habits, whether in addiction or outside, was generally low. Internet use was 83 %. The prevalence of other online behavioral addictions was low. The prevalence of problem gambling is almost 4 times higher among addictology consultants, compared to the general population, probably related to addictive comorbidities. The identification of gambling habits concerned a small proportion of the patients included, whether in specialized care or outside. There is significant room for improvement in the identification of problem gambling, in addictology and beyond. It is important to question gambling habits for any reason for addiction consultation and to repeat this identification over time. As the Internet is widely used by addictology consultants, it can represent a key element in care, both in the identification of behavioral addictions and in follow-up.",D3: Gacha / Loot box; Cross-domain: Hoarding link,2,1,2,Q1
