pmid,tier,model,verdict,domains,reason,parse_error,error,latency_s,cost_usd,call_started_utc
31916881,opus48,claude-opus-4-8,Exclude,,"OCD comorbidity survey of behavioural addictions with no game-specific hoarding, collecting, or virtual-item behavior component.",,,5.73,0.172751,2026-06-03T23:19:30.323786+00:00
33835041,opus48,claude-opus-4-8,Exclude,,"General population addiction survey methodology; no game item hoarding, loot box, completionism, or collecting behavior examined.",,,4.75,0.173688,2026-06-03T23:19:31.494314+00:00
34904959,opus48,claude-opus-4-8,Exclude,,"Studies general addictive behaviours during Covid-19 with no game-specific hoarding, loot box, completionism, or collecting focus.",,,3.84,0.172619,2026-06-03T23:19:33.555762+00:00
39241535,opus48,claude-opus-4-8,Include,D3,"Peer-reviewed empirical study of problematic loot box use among adolescents, directly matching gacha/loot-box collecting behavior.",,,5.42,0.173538,2026-06-03T23:19:32.559421+00:00
27378999,opus48,claude-opus-4-8,Exclude,,"Clinical study of compulsive buying versus other behavioral addictions; no game item hoarding, loot box, or collecting behavior examined.",,,4.24,0.169094,2026-06-03T23:19:35.200156+00:00
30746800,opus48,claude-opus-4-8,Maybe,D3,"Loot box policy commentary in Addiction; likely an editorial without original data, requiring full-text review to confirm empirical content.",,,6.61,0.163357,2026-06-03T23:19:33.615074+00:00
40004656,opus48,claude-opus-4-8,Exclude,,"Review of emotional intelligence and behavioural addictions broadly; no focus on game item hoarding, loot boxes, or collecting constructs.",,,4.55,0.1714,2026-06-03T23:19:36.050792+00:00
26165928,opus48,claude-opus-4-8,Exclude,,"Studies general behavioral addictions and personality, not in-game hoarding, collecting, or item-retention behaviors within scope.",,,5.27,0.173163,2026-06-03T23:19:37.979516+00:00
40291985,opus48,claude-opus-4-8,Exclude,,"Narrative review on spirituality and behavioural addictions broadly; no focus on game item hoarding, collecting, or any target behavioral domain.",,,6.47,0.166919,2026-06-03T23:19:37.399246+00:00
40248688,opus48,claude-opus-4-8,Exclude,,"Validates a reward deficiency syndrome questionnaire; addresses general addictive behaviors, not game item hoarding, loot boxes, or collecting constructs.",,,7.74,0.175057,2026-06-03T23:19:36.248743+00:00
35722786,opus48,claude-opus-4-8,Exclude,,"Titled response/commentary on loot box definitions without original data, falling under editorials and opinion pieces exclusion.",,,5.01,0.1627,2026-06-03T23:19:40.226452+00:00
39338077,opus48,claude-opus-4-8,Exclude,,Study on recreational football's effects in older adults; no digital game or hoarding-related behavior component.,,,5.98,0.168626,2026-06-03T23:19:39.445509+00:00
36078369,opus48,claude-opus-4-8,Exclude,,"Studies simulated gambling and monetary gambling risk in youth, with no loot box, gacha, or hoarding game mechanic component.",,,5.81,0.172075,2026-06-03T23:19:40.596796+00:00
34860130,opus48,claude-opus-4-8,Exclude,,"Studies loss aversion in a physical-activity gamification trial, not in-game item behavior or game contexts per scope.",,,4.77,0.173088,2026-06-03T23:19:43.251137+00:00
22001612,opus48,claude-opus-4-8,Exclude,,Biochemistry study on calcium-binding protein kinetics; no game or hoarding behavior component whatsoever.,,,4.55,0.171926,2026-06-03T23:19:43.873906+00:00
30427931,opus48,claude-opus-4-8,Exclude,,"Studies general behavioral addictions and eating disorders trajectories; videogame use is not examined through hoarding, loot box, or collecting mechanics.",,,4.44,0.173369,2026-06-03T23:19:43.992074+00:00
18710846,opus48,claude-opus-4-8,Exclude,,Study on ethnic stereotypes and medical student underachievement; no game or hoarding component whatsoever.,,,4.06,0.172769,2026-06-03T23:19:45.239338+00:00
11747570,opus48,claude-opus-4-8,Exclude,,Study on evolution of cooperation via indirect reciprocity in humans; no game item hoarding or related behavioral construct.,,,4.34,0.170969,2026-06-03T23:19:46.407658+00:00
35754859,opus48,claude-opus-4-8,Exclude,,"Compulsive buying scale validation with no game component or in-game behavior, outside review scope.",,,7.18,0.170069,2026-06-03T23:19:45.430689+00:00
38748683,opus48,claude-opus-4-8,Exclude,,"Studies gamification in ESG education and psychological ownership of learning, not virtual item hoarding or game accumulation behavior.",,,6.27,0.171044,2026-06-03T23:19:48.022180+00:00
31387459,opus48,claude-opus-4-8,Exclude,,"Study examines SEO 'gaming the system' in web search engines, with no digital game or hoarding component.",,,6.79,0.170294,2026-06-03T23:19:48.429037+00:00
15757447,opus48,claude-opus-4-8,Exclude,,Oncology study on matrix metalloproteinase inhibition in cancer therapy; no game component or hoarding behavior whatsoever.,,,5.99,0.174288,2026-06-03T23:19:49.297249+00:00
31704434,opus48,claude-opus-4-8,Maybe,D3,Loot box policy commentary may lack original behavioral data; full-text needed to confirm empirical content versus opinion piece.,,,6.55,0.163,2026-06-03T23:19:50.747290+00:00
19848550,opus48,claude-opus-4-8,Exclude,,"Paper concerns evidence-based medicine and complementary/alternative medicine, with no game component or hoarding behavior.",,,9.27,0.172319,2026-06-03T23:19:48.425351+00:00
33289692,opus48,claude-opus-4-8,Exclude,,"Studies problematic shopping and self-injury in adolescents with no game, loot box, or gacha component.",,,8.37,0.1726,2026-06-03T23:19:52.609676+00:00
20031485,opus48,claude-opus-4-8,Exclude,,Sports medicine study on physical cricket injuries; no digital game or hoarding behavior component whatsoever.,,,12.43,0.172282,2026-06-03T23:19:54.290054+00:00
29553053,opus48,claude-opus-4-8,Exclude,,Medical review on bone-targeted prostate cancer therapy; no game component or hoarding behavior whatsoever.,,,14.42,0.173294,2026-06-03T23:19:55.283791+00:00
23637116,opus48,claude-opus-4-8,Exclude,,Study analyzes NHL concussion mechanisms in real ice hockey; no digital game or hoarding behavior component.,,,15.79,0.171363,2026-06-03T23:19:55.217245+00:00
30881528,opus48,claude-opus-4-8,Exclude,,"Studies persuasion in game-theoretic negotiation (Catan), unrelated to hoarding, collecting, or any of the five behavioral domains.",,,13.89,0.168326,2026-06-03T23:19:57.698482+00:00
39997959,opus48,claude-opus-4-8,Exclude,,"Study analyzes physical football match performance, unrelated to digital games or hoarding behavioral domains.",,,14.38,0.173125,2026-06-03T23:19:57.298124+00:00
30049225,opus48,claude-opus-4-8,Exclude,,"Study examines gamification in health/fitness apps, not games or any in-game hoarding behavior; outside review scope.",,,14.21,0.171363,2026-06-03T23:20:00.984315+00:00
41860608,opus48,claude-opus-4-8,Exclude,,"General problematic-behaviour screening scale covering gaming/gambling broadly, with no hoarding, collecting, or game-item retention behavioral focus.",,,8.03,0.175638,2026-06-03T23:20:09.701450+00:00
40987326,opus48,claude-opus-4-8,Exclude,,"Cognitive science study on cooperative hunting and joint commitment; no in-game hoarding, collecting, or accumulation behavior examined.",,,7.01,0.171044,2026-06-03T23:20:11.002867+00:00
27456652,opus48,claude-opus-4-8,Exclude,,"Paper concerns physical coed football safety and screening, with no game-hoarding or digital-game behavioral component whatsoever.",,,6.76,0.164744,2026-06-03T23:20:11.586909+00:00
10876972,opus48,claude-opus-4-8,Exclude,,Sports medicine study on athlete body composition; no game behavior or hoarding component whatsoever.,,,10.04,0.169676,2026-06-03T23:20:15.197200+00:00
22058616,opus48,claude-opus-4-8,Exclude,,"Study concerns pharmaceutical industry conflicts of interest and clinical guidelines, with no game component or hoarding behavior.",,,13.61,0.173332,2026-06-03T23:20:11.678427+00:00
31366420,opus48,claude-opus-4-8,Exclude,,"General overview of gaming disorder and treatment; no measure of hoarding, loot box collecting, or any target behavioral domain.",,,10.81,0.167013,2026-06-03T23:20:17.729775+00:00
27029804,opus48,claude-opus-4-8,Exclude,,Orthopedic study on ankle arthroscopy in soccer players; no game behavior or hoarding component whatsoever.,,,10.5,0.173613,2026-06-03T23:20:18.347616+00:00
24602325,opus48,claude-opus-4-8,Exclude,,"Exergaming for Parkinson's disease motor rehabilitation; no in-game hoarding, collecting, or accumulation behavior examined.",,,23.67,0.173763,2026-06-03T23:20:06.717289+00:00
40422088,opus48,claude-opus-4-8,Exclude,,"Swarm AI algorithm for game agent combat; no hoarding, collecting, or accumulation behavior measured in humans.",,,12.91,0.748553,2026-06-03T23:20:18.017650+00:00
32045732,opus48,claude-opus-4-8,Exclude,,"fMRI study of monetary reward processing in internet gaming disorder, not in-game hoarding or any of the five behavioral domains.",,,9.07,0.171194,2026-06-03T23:20:25.292789+00:00
19839446,opus48,claude-opus-4-8,Exclude,,Business article on corporate performance measurement; no game component or hoarding-related behavior.,,,10.07,0.170144,2026-06-03T23:20:25.237872+00:00
33133767,opus48,claude-opus-4-8,Exclude,,Clinical case series on cerebellar ataxia and compulsivity with no game component or game behavior.,,,10.4,0.166825,2026-06-03T23:20:28.541861+00:00
27363690,opus48,claude-opus-4-8,Maybe,D3,Social casino micro-transactions study; relevant only if purchases count as gacha/microtransaction collecting rather than pure gambling—full-text needed.,,,11.92,0.17305,2026-06-03T23:20:28.845407+00:00
32316282,opus48,claude-opus-4-8,Exclude,,Cancer biology study on tumor suppressor proteins p53 and FBXW7; no game component or hoarding behavior relevance.,,,10.39,0.165963,2026-06-03T23:20:30.393264+00:00
26441749,opus48,claude-opus-4-8,Exclude,,Shopping addiction scale validation with no game component; outside review scope.,,,10.22,0.173407,2026-06-03T23:20:30.925175+00:00
35385397,opus48,claude-opus-4-8,Include,D3|Cross-domain,"Peer-reviewed empirical study linking adolescent loot box purchasing to problem gambling, controlling for monetary gambling participation.",,,7.44,0.174007,2026-06-03T23:20:35.304922+00:00
8481964,opus48,claude-opus-4-8,Exclude,,Sports medicine article on managing professional basketball players' health; no game behavior or hoarding component.,,,8.57,0.166957,2026-06-03T23:20:34.360043+00:00
36107949,opus48,claude-opus-4-8,Exclude,,"Compulsive buying study on COVID distress with no game, loot box, or gacha component, outside review scope.",,,5.65,0.172338,2026-06-03T23:20:38.944114+00:00
23167030,opus48,claude-opus-4-8,Exclude,,Medical practice teamwork article with no game component or hoarding-related behavior; entirely outside review scope.,,,5.68,0.168738,2026-06-03T23:20:40.787094+00:00
35409830,opus48,claude-opus-4-8,Exclude,,Sports biomechanics study on ACL injury risk in football players; no game behavior or hoarding component.,,,7.4,0.170669,2026-06-03T23:20:40.763324+00:00
35129089,opus48,claude-opus-4-8,Exclude,,"Sports biomechanics study of ACL injuries in netball; 'games' refers to athletic matches, not digital games or hoarding behavior.",,,7.32,0.172375,2026-06-03T23:20:41.145937+00:00
35217933,opus48,claude-opus-4-8,Maybe,D3,Skin gambling uses virtual game items but study centers on gambling harm; full-text needed to confirm loot box/collecting relevance versus pure gambling exclusion.,,,6.31,0.172882,2026-06-03T23:20:42.932583+00:00
38571884,opus48,claude-opus-4-8,Maybe,D3,"Examines monetization strategy and gaming disorder, but focuses on GD symptoms generally rather than loot box/gacha collecting behavior specifically; full-text needed.",,,6.81,0.173707,2026-06-03T23:20:42.750115+00:00
35911206,opus48,claude-opus-4-8,Exclude,,"Studies game-time effects on general well-being, with no hoarding, collecting, or accumulation behavior measured.",,,5.75,0.167707,2026-06-03T23:20:44.593965+00:00
41567349,opus48,claude-opus-4-8,Exclude,,"General ICD-11 addictive-behavior screening tool; no in-game hoarding, loot box, or collecting behavior measured.",,,4.62,0.174588,2026-06-03T23:20:46.468442+00:00
38861246,opus48,claude-opus-4-8,Exclude,,"Pure financial risk-taking and gambling EEG study with no game mechanic, loot box, or hoarding component.",,,5.95,0.169675,2026-06-03T23:20:48.161127+00:00
33101151,opus48,claude-opus-4-8,Exclude,,"Conceptual analysis of physical education and sports teaching pedagogy, unrelated to digital game hoarding behaviors.",,,5.15,0.173351,2026-06-03T23:20:49.565163+00:00
26236023,opus48,claude-opus-4-8,Exclude,,"Neurocognitive study of social exclusion using Cyberball; no hoarding, collecting, or game accumulation behavior examined.",,,6.98,0.170819,2026-06-03T23:20:48.465018+00:00
40589520,opus48,claude-opus-4-8,Exclude,,"Theological/philosophical essay on video game playtime and virtue; no hoarding behavior, original data, or in-scope behavioral measures.",,,7.21,0.167519,2026-06-03T23:20:49.240420+00:00
29410568,opus48,claude-opus-4-8,Exclude,,"Study examines sleep quality in wheelchair basketball athletes, unrelated to game hoarding behaviors or any inclusion domain.",,,8.15,0.171607,2026-06-03T23:20:51.093271+00:00
30241787,opus48,claude-opus-4-8,Exclude,,"Kinect-based burn rehabilitation feasibility study; no in-game hoarding, collecting, or accumulation behavior addressed.",,,8.9,0.174269,2026-06-03T23:20:50.346470+00:00
25477807,opus48,claude-opus-4-8,Exclude,,"Cyberball social-inclusion ERP study on belonging needs; no hoarding, collecting, or accumulation behavior in games.",,,7.11,0.172957,2026-06-03T23:20:54.109165+00:00
23604411,opus48,claude-opus-4-8,Exclude,,"Conceptual nosology piece on behavioral addiction terminology; no game hoarding behavior or original data, and not language-eligible focus.",,,5.22,0.165888,2026-06-03T23:20:56.446868+00:00
34166631,opus48,claude-opus-4-8,Exclude,,"Opinion Viewpoint on gambling policy without original data, no loot box or game mechanic component.",,,7.13,0.167876,2026-06-03T23:20:54.720479+00:00
41186668,opus48,claude-opus-4-8,Maybe,D3,Longitudinal study of in-game microtransaction spending and gambling problems; full-text needed to confirm loot box/gacha behavioral relevance versus pure monetization economics.,,,6.47,0.171082,2026-06-03T23:20:55.448787+00:00
6453184,opus48,claude-opus-4-8,Exclude,,"Study on aging and chess problem solving, unrelated to game item hoarding or any behavioral domain in scope.",,,5.81,0.171607,2026-06-03T23:20:59.242135+00:00
32500211,opus48,claude-opus-4-8,Exclude,,Study of impulsive decision-making in substance and addictive disorders with no game component or virtual hoarding behavior.,,,6.1,0.173988,2026-06-03T23:20:59.242391+00:00
36467649,opus48,claude-opus-4-8,Exclude,,"Biosecurity compliance simulation in animal agriculture; no game item hoarding, loot boxes, or hoarding-disorder constructs despite using an experimental game.",,,5.73,0.173632,2026-06-03T23:21:01.217267+00:00
17296546,opus48,claude-opus-4-8,Exclude,,"Neuroscience study on synaptic vesicle release probability; the game metaphor is figurative, not about digital games.",,,5.91,0.164125,2026-06-03T23:21:01.847960+00:00
33397672,opus48,claude-opus-4-8,Exclude,,Sports medicine study on injury prevention in footballers; no game behavior or hoarding component.,,,5.89,0.172019,2026-06-03T23:21:01.923412+00:00
36003120,opus48,claude-opus-4-8,Exclude,,"Studies problem mobile gaming, in-app spending, and sleep, not item hoarding, loot box collecting, or any targeted behavioral domain.",,,6.25,0.175188,2026-06-03T23:21:01.672143+00:00
39535584,opus48,claude-opus-4-8,Maybe,D3,"Examines micro-transaction use and problem gambling/gaming, but focus is motivations rather than loot box/gacha collecting; full-text needed.",,,8.11,0.17395,2026-06-03T23:21:05.052079+00:00
15697115,opus48,claude-opus-4-8,Exclude,,Business article on leveraging personal strengths in career development; no game component or hoarding behavior.,,,9.92,0.1711,2026-06-03T23:21:05.346585+00:00
40514305,opus48,claude-opus-4-8,Exclude,,Medical study on Achilles tendon surgery; no game component or hoarding-related behavior whatsoever.,,,9.67,0.175488,2026-06-03T23:21:07.815878+00:00
25410278,opus48,claude-opus-4-8,Exclude,,"Studies social casino gaming migration to online gambling; no loot box/gacha mechanic or hoarding behavior, focused on gambling migration.",,,10.49,0.17095,2026-06-03T23:21:07.919912+00:00
27100787,opus48,claude-opus-4-8,Exclude,,"ERP study of social exclusion via Cyberball; no hoarding, collecting, or accumulation behavior relevant to the review.",,,10.68,0.173651,2026-06-03T23:21:07.761282+00:00
39307287,opus48,claude-opus-4-8,Exclude,,"Pavlovian conditioning study on Internet-use disorders examines gaming and buying-shopping cues, not item retention, loot box collecting, or hoarding behaviors.",,,11.64,0.173969,2026-06-03T23:21:06.950711+00:00
10532656,opus48,claude-opus-4-8,Exclude,,Study examines physical injuries in youth ice hockey; no connection to digital games or hoarding behaviors.,,,10.3,0.172525,2026-06-03T23:21:13.163070+00:00
11894681,opus48,claude-opus-4-8,Exclude,,"Article on identifying corporate leadership talent; no game component or hoarding-related behavior, entirely outside review scope.",,,9.6,0.170838,2026-06-03T23:21:15.270486+00:00
30110801,opus48,claude-opus-4-8,Exclude,,"Statistical physics analysis of gambling logs as random walks, with no loot box/gacha mechanic or behavioral-psychological hoarding measures.",,,10.36,0.167651,2026-06-03T23:21:17.486173+00:00
25493849,opus48,claude-opus-4-8,Exclude,,Game-theory study of social dilemmas in physics; no video game behavior or hoarding constructs examined.,,,11.0,0.171719,2026-06-03T23:21:18.586340+00:00
27008504,opus48,claude-opus-4-8,Exclude,,"Pediatric rehabilitation exergame feasibility study with no hoarding, collecting, or accumulation behavior; outside scope.",,,11.9,0.174251,2026-06-03T23:21:18.446081+00:00
27942256,opus48,claude-opus-4-8,Exclude,,Commentary on shopping addiction scales with no game component or behavioral game data.,,,13.72,0.168307,2026-06-03T23:21:18.407310+00:00
36704251,opus48,claude-opus-4-8,Maybe,D3,"Examines spending in games designed to drive spending, but focuses on wellbeing/monetization without clear loot-box or hoarding behavioral measure; needs full-text.",,,10.49,0.1705,2026-06-03T23:21:24.870982+00:00
41393314,opus48,claude-opus-4-8,Exclude,,"Study on hindsight bias in soccer athletes; no game item hoarding, collecting, or related behavioral construct.",,,10.62,0.170238,2026-06-03T23:21:27.847547+00:00
23254547,opus48,claude-opus-4-8,Exclude,,Sports science study on physical small-sided games in youth athletes; no digital game or hoarding behavior component.,,,15.63,0.175001,2026-06-03T23:21:23.465824+00:00
27870086,opus48,claude-opus-4-8,Exclude,,Commentary on NFL player health care and physician ethics; no game behavior or hoarding constructs whatsoever.,,,10.3,0.168588,2026-06-03T23:21:29.589188+00:00
35604522,opus48,claude-opus-4-8,Include,D3,Peer-reviewed qualitative study examining motives to engage with loot boxes and their relation to gambling constructs.,,,11.6,0.17125,2026-06-03T23:21:30.345690+00:00
24716878,opus48,claude-opus-4-8,Exclude,,"Neuroscience study on pain perception and monetary inequity, with no game item hoarding or behavioral hoarding component.",,,10.38,0.172169,2026-06-03T23:21:32.127454+00:00
27928436,opus48,claude-opus-4-8,Exclude,,"Medical review on parathyroidectomy and vitamin D; no game component or hoarding behavior, entirely outside scope.",,,12.06,0.174007,2026-06-03T23:21:35.358884+00:00
37915884,opus48,claude-opus-4-8,Include,D3,"Empirical survey examining loot box purchasing behavior, psychosocial vulnerabilities, and problem gambling links among gamblers.",,,10.45,0.171963,2026-06-03T23:21:38.470997+00:00
