openalex_id,pmid,doi,title,abstract,year,journal,authors,type,cited_by_count,domain_query
W2792993853,,10.1016/j.jfbs.2018.02.001,Reflections on family firm goals and the assessment of performance,,2018,Journal of Family Business Strategy,Jess H. Chua; James J. Chrisman; Alfredo De Massis; Hao Wang,article,143,D1
W2011100863,18587058,10.1177/0146167208318600,"Initial Ownership in Bargaining: Introducing the Giving, Splitting, and Taking Ultimatum Bargaining Game","In three experiments, the authors studied the role of initial ownership of property in bargaining behavior. For this purpose, they created three new variations of the Ultimatum Bargaining Game (UBG): giving, splitting, and taking UBGs. On the basis of insights of loss aversion and the do-no-harm principle, the authors predicted and found that allocations to the recipient were highest in the taking UBG and lowest in the giving UBG. Additional measures to study the underlying mechanism of this effect indicate that the game type effect was mediated by perceptions of entitlement, which allocators did not want to infringe on. Moreover, the effect was not affected by strategic options as provided by deception or power.",2008,Personality and Social Psychology Bulletin,Marijke C. Leliveld; Eric van Dijk; Ilja van Beest,article,52,D1
W1514217162,,10.1007/s00191-009-0153-9,Evolutionary models in economics: a survey of methods and building blocks,,2009,Journal of Evolutionary Economics,Karolina Safarzyńska; Jeroen C.J.M. van den Bergh,article,192,D1
W2220784672,,,Decision-Making Theories and Models: A Discussion of Rational and Psychological Decision-Making Theories and Models: The Search for a Cultural-Ethical Decision-Making Model,"This paper examines rational and psychological decision-making models. Descriptive and normative methodologies such as attribution theory, schema theory, prospect theory, ambiguity model, game theory, and expected utility theory are discussed. The definition of culture is reviewed, and the relationship between culture and decision making is also highlighted as many organizations use a cultural-ethical decision-making model.",2007,Jyväskylä University Digital Archive (University of Jyväskylä),Arnaldo Oliveira,article,65,D1
W1972022566,,10.1109/icassp.2014.6855114,Integrating energy storage into the smart grid: A prospect theoretic approach,"In this paper, the interactions and energy exchange decisions of a number of geographically distributed storage units are studied under decision-making involving end-users. In particular, a noncooperative game is formulated between customer-owned storage units where each storage unit's owner can decide on whether to charge or discharge energy with a given probability so as to maximize a utility that reflects the tradeoff between the monetary transactions from charging/discharging and the penalty from power regulation. Unlike existing game-theoretic works which assume that players make their decisions rationally and objectively, we use the new framework of prospect theory (PT) to explicitly incorporate the users' subjective perceptions of their expected utilities. For the two-player game, we show the existence of a proper mixed Nash equilibrium for both the standard game-theoretic case and the case with PT considerations. Simulation results show that incorporating user behavior via PT reveals several important insights into load management as well as economics of energy storage usage. For instance, the results show that deviations from conventional game theory, as predicted by PT, can lead to undesirable grid loads and revenues thus requiring the power company to revisit its pricing schemes and the customers to reassess their energy storage usage choices.",2014,,Yunpeng Wang; Walid Saad; Narayan B. Mandayam; H. Vincent Poor,article,51,D1
W4319988725,,10.1109/access.2023.3239834,A Survey of Cyber-Physical Systems From a Game-Theoretic Perspective,"With the emergence of the Internet-of-Things (IoT), artificial intelligence, and communication technologies, cyber-physical systems (CPS) have revolutionized the engineering paradigm with profound applications in many aspects of society including homes, energy, agriculture, health-care, transportation, business, and manufacturing. A CPS uses suitable computational techniques such as game theory to enable different entities to interact with one another for taking necessary actions to obtain selected objectives. Recent literature on CPS has extensively used game theory to approach a variety of technical challenges. In order to make these contributions more accessible to a broader audience, there is a need for studies that can provide readers with a comprehensive understanding of different types of CPS and their attributes, then clearly outline why game theory is relevant for modeling different aspects of CPS, and also discuss how game theory has been used in relevant literature to date. This paper bridges this gap by 1) providing a general discussion of different types of CPS and their characteristics; 2) giving an overview of different types of game-theoretic approaches; 3) explaining why game theory is appropriate for modeling different types of CPS; and 4) finally, studying how game theory has been used in different CPS types to address their challenges. Further, we also identify some key research challenges for future investigation where game theory could be applied as a potential solution.",2023,IEEE Access,Wayes Tushar; Chau Yuen; Tapan Kumar Saha; Mohammad Sohrab Hasan Nizami; Mollah Rezaul Alam,article,58,D1
W2808647746,,10.1515/math-2018-0056,A stochastic differential game of low carbon technology sharing in collaborative innovation system of superior enterprises and inferior enterprises under uncertain environment,"Abstract Considering the fact that the development of low carbon economy calls for the low carbon technology sharing between interested enterprises, this paper study a stochastic differential game of low carbon technology sharing in collaborative innovation system of superior enterprises and inferior enterprises. In the paper, we consider the random interference factors that include the uncertain external environment and the internal understanding limitations of decision maker. In the model, superior enterprises and inferior enterprises are separated entities, and they play Stacklberg master-slave game, Nash non-cooperative game, and cooperative game, respectively. We discuss the feedback equilibrium strategies of superior enterprises and inferior enterprises, and it is found that some random interference factors in sharing system can make the variance of improvement degree of low carbon technology level in the cooperation game higher than the variance in the Stackelberg game, and the result of Stackelberg game is similar to the result of Nash game. Additionally, a government subsidy incentive and a special subsidy that inferior enterprises give to superior enterprises are proposed.",2018,Open Mathematics,Shi Yin; Baizhou Li,article,53,D1
W2965915422,31551673,10.3389/fnins.2019.00887,Trust Games and Beyond,"Trust is fundamental for the stability of human society. A large part of the experimental literature relies on the Trust Game as the workhorse to measure individual differences in trust and trustworthiness. In this review we highlight the difficulties and limitations of this popular paradigm, as well as the relations to alternative instruments ranging from survey measures to neurochemical manipulations and neuroimaging.",2019,Frontiers in Neuroscience,Carlos Alós‐Ferrer; Federica Farolfi,review,109,D1
W1895148607,24450756,10.1111/add.12494,Strategic and non‐strategic problem gamblers differ on decision‐making under risk and ambiguity,"AIMS: To analyse problem gamblers' decision-making under conditions of risk and ambiguity, investigate underlying psychological factors associated with their choice behaviour and examine whether decision-making differed in strategic (e.g., sports betting) and non-strategic (e.g., electronic gaming machine) problem gamblers. DESIGN: Cross-sectional study. SETTING: Out-patient treatment centres and university testing facilities in Victoria, Australia. PARTICIPANTS: Thirty-nine problem gamblers and 41 age, gender and estimated IQ-matched controls. MEASUREMENTS: Decision-making tasks included the Iowa Gambling Task (IGT) and a loss aversion task. The Prospect Valence Learning (PVL) model was used to provide an explanation of cognitive, motivational and response style factors involved in IGT performance. FINDINGS: Overall, problem gamblers performed more poorly than controls on both the IGT (P = 0.04) and the loss aversion task (P = 0.01), and their IGT decisions were associated with heightened attention to gains (P = 0.003) and less consistency (P = 0.002). Strategic problem gamblers did not differ from matched controls on either decision-making task, but non-strategic problem gamblers performed worse on both the IGT (P = 0.006) and the loss aversion task (P = 0.02). Furthermore, we found differences in the PVL model parameters underlying strategic and non-strategic problem gamblers' choices on the IGT. CONCLUSIONS: Problem gamblers demonstrated poor decision-making under conditions of risk and ambiguity. Strategic (e.g. sports betting, poker) and non-strategic (e.g. electronic gaming machines) problem gamblers differed in decision-making and the underlying psychological processes associated with their decisions.",2014,Addiction,Felicity Lorains; Nicki A. Dowling; Peter G. Enticott; John L. Bradshaw; Jennifer S. Trueblood,article,75,D1
W1842443482,,10.1016/j.jedc.2015.10.002,Discrete-time behavioral portfolio selection under cumulative prospect theory,,2015,Journal of Economic Dynamics and Control,Yun Shi; Xiangyu Cui; Duan Li,article,49,D1
W3212387243,,10.1108/ecam-05-2021-0455,Development strategy for prefabricated construction projects: a tripartite evolutionary game based on prospect theory,"Purpose Owing to multiple superiorities to traditional counterparts, prefabricated construction (PC) has gained increasing attention worldwide. The development of PC projects reflects the effects of both policy supervision and PC practice, which aids the government in reasonably identifying the key issues of PC's promotion and rationally improving the policy deployment. However, existing studies fail to address this aspect, especially lacking quantitative exploration. This study explores the micro mechanism of PC's promotion, from the perspective of developing PC projects. Design/methodology/approach A tripartite evolutionary game model based on prospect theory of the government, developers and contractors is constructed. After rigorous theoretical deduction, this study adopts Changchun in China as a case city and collects the data using the Delphi technique, policy documents and literature analysis. Findings Results indicate that contractors are generally willing to implement PC projects and the government chooses to actively supervise PC's promotion. The negative investment behavior of developers is the main obstacle to promote PC in Changchun currently. Practical implications The conclusions are applicable to other comparable regions. This study is of value to promote PC with high efficiency and effect. Originality/value The tripartite evolutionary game model based on prospect theory proposed in this study is conducive to reveal the essence of PC's promotion. This is an important breakthrough in extant studies, with a broad applicability in the PC domain beyond China.",2021,Engineering Construction & Architectural Management,Yudan Dou; Xiliang Sun; Ankang Ji; Yuna Wang; Xiaolong Xue,article,37,D1
W2581866085,,,Agent-Based Simulation of the Trust and Tracing Game for Supply Chains and Networks,"This paper describes a multi-agent simulation model of the Trust And Tracing game. The Trust And Tracing game is a gaming simulation for human players, developed as a research tool for data collection on human behaviour in food supply chains with asymmetric information about food quality and food safety. Important issues in the game are opportunistic behaviour (deceit), trust and institutional arrangements for enforcing compliance. The goal is to improve the understanding of human decision making with respect to these issues. To this end multi-agent simulation can be applied to simulate the effect of models of individual decision making in partner selection, negotiation, deceit and trust on system behaviour. The combination of human gaming simulation and multi-agent simulation offers a basis for model refinement in a cycle of validation, experimentation, and formulation of new hypotheses. This paper describes a first round of model formulation and validation. The models presented are validated by a series of experiments performed by the implemented simulation system, of which the outcomes are compared on aggregated level to the outcomes of games played by humans. The experiments cover in a systematic way the important variations in parameter settings possible in the game and in the characteristics of the agents. The simulation results show the same tendencies of behaviour as the observed human games",2008,Socio-Environmental Systems Modeling,Dmytro Tykhonov; Catholijn M. Jonker; Sebastiaan Meijer; Tim Verwaart,preprint,58,D1
W2099720195,,10.1109/ciss.2012.6310922,Prospects in a wireless random access game,"Game theoretic models have found widespread use in the analysis and design of radio resource management algorithms for a wide variety of systems such as cellular, ad hoc and sensor networks. The fundamental principle behind such models and much of game theory has been the reliance on expected utility theory (EUT). In this paper, we consider a simple wireless random access game where instead of following the precepts of EUT, the players follow the precepts of Prospect Theory (PT), a theory developed by Kahneman and Tversky to explain real-life decision making that often deviates from the behavior expected under EUT. Specifically, we consider a game where selfish players adjust their transmission probabilities over a collision channel according to rewards received for successful transmission while incurring energy and delay costs. We compare and contrast the Nash equilibria achieved under both EUT and PT and highlight the differences in them.",2012,,Tianming Li; Narayan B. Mandayam,article,46,D1
W1975939038,,10.1016/s0169-2070(02)00021-3,"Behavioral decision making, forecasting, game theory, and role-play",,2002,International Journal of Forecasting,Hersh Shefrin,article,43,D1
W2040721755,24923625,10.1007/s10899-014-9477-y,The Relationship Between Structural Game Characteristics and Gambling Behavior: A Population-Level Study,"The aim of this study was to examine the relationship between the structural characteristics and gambling behavior among video lottery terminal (VLT) gamblers. The study was ecological valid, because the data consisted of actual gambling behavior registered in the participants natural gambling environment without intrusion by researchers. Online behavioral tracking data from Multix, an eight game video lottery terminal, were supplied by Norsk-Tipping (the state owned gambling company in Norway). The sample comprised the entire population of Multix gamblers (N = 31,109) who had gambled in January 2010. The individual number of bets made across games was defined as the dependent variable, reward characteristics of a game (i.e., payback percentage, hit frequency, size of winnings and size of jackpot) and bet characteristics of a game (i.e., range of betting options and availability of advanced betting options) served as the independent variables. Control variables were age and gender. Two separate cross-classified multilevel random intercepts models were used to analyze the relationship between bets made, reward characteristics and bet characteristics, where the number of bets was nested within both individuals and within games. The results show that the number of bets is positively associated with payback percentage, hit frequency, being female and age, and negatively associated with size of wins and range of available betting options. In summary, the results show that the reward characteristics and betting options explained 27% and 15% of the variance in the number of bets made, respectively. It is concluded that structural game characteristics affect gambling behavior. Implications of responsible gambling are discussed.",2014,Journal of Gambling Studies,Tony Leino; Torbjørn Torsheim; Alex Blaszczynski; Mark D. Griffiths; Rune Aune Mentzoni,article,80,D1
W2997398560,,10.1109/tvt.2019.2963462,When Network Slicing Meets Prospect Theory: A Service Provider Revenue Maximization Framework,"Recently, the network slicing technology has emerged enabling network operators to provide dedicated virtual networks to customers, over a common network infrastructure. This paper addresses the service provider maximization revenue problem in network slicing, aiming at offering customized services for different users' classes and heterogeneous requirements. In particular, the slicing of the network is performed here on the basis of the end users' perspective, considered at different levels. The customers demand forecasting is pursuit for service classes through the application of the federated learning framework according to which the end users act as clients. Then, considering the forecast service demands, the virtual network functions placement strategy is performed by taking into account that different network zones are characterized by diverse provision costs and prices, and it is realized by resorting to the application of matching theory principles. Furthermore, with the aim at taking into consideration the customers perspectives to obtain a realistic users' decisions process, the prospect theory principles are applied. Finally, the goodness of the proposed framework is investigated and validated by providing numerical results derived by extensive computer simulations and proposing performance comparisons with the Kolkata game and the potential game.",2020,IEEE Transactions on Vehicular Technology,Romano Fantacci; Benedetta Picano,article,30,D1
W4236371823,,10.7551/mitpress/12243.001.0001,Achievement Relocked,"How game designers can use the psychological phenomenon of loss aversion to shape player experience. Getting something makes you feel good, and losing something makes you feel bad. But losing something makes you feel worse than getting the same thing makes you feel good. So finding $10 is a thrill; losing $10 is a tragedy. On an “intensity of feeling” scale, loss is more intense than gain. This is the core psychological concept of loss aversion, and in this book game creator Geoffrey Engelstein explains, with examples from both tabletop and video games, how it can be a tool in game design. Loss aversion is a profound aspect of human psychology, and directly relevant to game design; it is a tool the game designer can use to elicit particular emotions in players. Engelstein connects the psychology of loss aversion to a range of phenomena related to games, exploring, for example, the endowment effect—why, when an object is ours, it gains value over an equivalent object that is not ours—as seen in the Weighted Companion Cube in the game Portal; the framing of gains and losses to manipulate player emotions; Deal or No Deal's use of the utility theory; and regret and competence as motivations, seen in the context of legacy games. Finally, Engelstein examines the approach to Loss Aversion in three games by Uwe Rosenberg, charting the designer's increasing mastery.",2020,The MIT Press eBooks,Geoffrey Engelstein,book,15,D1
W2252885339,,10.2139/ssrn.2643355,Is it All Connected? A Testing Ground for Unified Theories of Behavioral Economics Phenomena,,2015,SSRN Electronic Journal,Mark Dean; Pietro Ortoleva,article,47,D1
W38064460,,10.1371/journal.pone.0289383,The Implications and Impacts of Web Services to Electronic Commerce Research and Practices.,"Knowledge transfer is the basis for R&D teams and enterprises to improve innovation performance, win market competition and seek sustainable development. In order to explore the path to promote knowledge transfer within the R&D team, this study considers the bounded rationality and risk preference of individuals, incorporates prospect theory into evolutionary game, constructs a perceived benefits matrix distinct from the traditional benefits matrix, and simulates the evolutionary game process. The results show that, R&D personnel's knowledge transfer decisions depend on the net income difference among strategies; only if perceived cost is less than the sum of perceived synergy benefit, perceived organization reward value, and perceived organization punishment value, can knowledge be fully shared and transferred within the R&D team. Moreover, R&D personnel's knowledge transfer decisions are interfered by the irrational psychological factors, including overconfidence, reflection, loss avoidance, and obsession with small probability events. The findings help R&D teams achieve breakthroughs in improving the efficiency of knowledge transfer, thereby enhancing the capacity of enterprises for collaborative innovation.",2003,Journal of electronic commerce research,Minder Chen; Andrew N. K. Chen; Benjamin B. M. Shao,article,72,D1
W4312204881,36565338,10.1007/s10661-022-10835-w,Factors affecting firms’ green technology innovation: an evolutionary game based on prospect theory,,2022,Environmental Monitoring and Assessment,Chuang Li; Zhijia Wang; Liping Wang,article,35,D1
W3096426775,,10.1145/3410404.3414250,Risking Treasure: Testing Loss Aversion in an Adventure Game,"Loss aversion is a cognitive bias in which the negative feelings associated with prospective losses have a greater magnitude than the positive feelings of winning equivalent gains. Although well studied in behavioural economics, there is little understanding of whether and how it arises in game contexts. In games, the 'magic circle' may free players from their held attitudes, especially because in-game losses and gains are virtual. On the other hand, experienced immersion and a desire to achieve may make in-game decisions similar to out-of-game contexts. Knowing whether cognitive biases like loss aversion affect players is important for game designers when they create decision points and choices for players. We carried out a study in a Zelda-style game with 18 decision points about wagering gold at different win:loss ratios. Our results show that despite the temporary and digital nature of the game world, and the virtual nature of the gold, players still exhibited a strong bias towards avoiding losses. Our findings imply that designers should understand and account for loss aversion when setting up risk and reward structures in their games.",2020,,Natanael Bandeira Romão Tomé; Madison Klarkowski; Carl Gutwin; Cody Phillips; Regan L. Mandryk,article,12,D1
W2750007141,,10.1016/j.chb.2017.08.023,Mobile gamer's epistemic curiosity affecting continuous play intention. Focused on players' switching costs and epistemic curiosity,,2017,Computers in Human Behavior,Young-Berm Kim; Sang-Ho Lee,article,33,D1
W2884180038,30049225,10.1177/0890117118790394,Gamification Use and Design in Popular Health and Fitness Mobile Applications,"Purpose: To evaluate the presence of gamification in popular mobile applications and whether principles from behavioral economics were incorporated in the design. Design: The top 50 ranked free health and fitness applications were downloaded. Gamification elements were predetermined through literature review, and applications were evaluated for their presence. Setting: App Store by Apple Inc. Measures: Presence of gamification, type of game element, and use of behavioral economic principles. Analysis: We classified the types and frequencies of targeted behaviors and features of gamification. Use of behavioral economic principles focused on designing rewards or points using loss aversion (allocated upfront and could be lost), variable reinforcement (not allocated constantly), and probability inflation (using drawings or lottery designs). Results: Gamification was used by 64% of mobile applications. Most applications that included gamification (97%) targeted behaviors related to physical activity and weight loss. Applications focused on other areas such as reproductive health, meditation, and sleep used gamification less often (11%). Game elements used most commonly included goal setting (78%), social influences (78%), and challenges (63%), while less common elements included points (6%) and levels (3%). No applications incorporated behavioral economics principles specified in the study. Conclusions: Gamification was commonly used by popular health and fitness mobile applications, but none used the specified behavioral economic principles to design rewards or points. Mobile applications could potentially improve their use if their design better leveraged principles from behavioral economics.",2018,American Journal of Health Promotion,Victor R. Cotton; Mitesh S. Patel,article,109,D1
W3125195420,,10.17705/1jais.00032,Experimental Investigation of the Subjective Value of Information in Trading,"Subjective judgments regarding information are important for the design of information systems. This study examines the endowment effect in the context of evaluating information. Theoretically, value judgments that affect the demand for information are influenced by ownership rights, a phenomenon known as the endowment effect in trading situations. In a simple computer simulated business game, 31 participants conducted a management task in which they were provided opportunities to buy or sell information. The bidding mechanism was incentive compatible. Results show that, in agreement with endowment effect theory, people value information they own much more than information they do not own. This portends undertrading in information. Therefore, the subjective value of information should be considered in the design of systems. Our findings indicate a place for the subjective value of information on the WTA/WTP ratio continuum that emerges from pertinent literature. The ratio for information is similar to that of market goods. Participants had a strong inclination to purchase but not to sell information even though the profit data suggests that the use of information had no objective benefit. This preference is attributed to risk aversion rather than to loss aversion, which is the most widely accepted explanation of the endowment effect. The subjective value of information can, therefore, be affected by system design.",2003,Journal of the Association for Information Systems,Sheizaf Rafaeli; Daphne R. Raban,article,50,D1
W2279097834,26858669,10.3389/fpsyg.2016.00011,Quantum-Like Bayesian Networks for Modeling Decision Making,"In this work, we explore an alternative quantum structure to perform quantum probabilistic inferences to accommodate the paradoxical findings of the Sure Thing Principle. We propose a Quantum-Like Bayesian Network, which consists in replacing classical probabilities by quantum probability amplitudes. However, since this approach suffers from the problem of exponential growth of quantum parameters, we also propose a similarity heuristic that automatically fits quantum parameters through vector similarities. This makes the proposed model general and predictive in contrast to the current state of the art models, which cannot be generalized for more complex decision scenarios and that only provide an explanatory nature for the observed paradoxes. In the end, the model that we propose consists in a nonparametric method for estimating inference effects from a statistical point of view. It is a statistical model that is simpler than the previous quantum dynamic and quantum-like models proposed in the literature. We tested the proposed network with several empirical data from the literature, mainly from the Prisoner's Dilemma game and the Two Stage Gambling game. The results obtained show that the proposed quantum Bayesian Network is a general method that can accommodate violations of the laws of classical probability theory and make accurate predictions regarding human decision-making in these scenarios.",2016,Frontiers in Psychology,Catarina Moreira; Andreas Wichert,article,110,D1
W2224805421,26779054,10.3389/fpsyg.2015.01891,Gamification of Learning Deactivates the Default Mode Network,"We hypothesized that embedding educational learning in a game would improve learning outcomes, with increased engagement and recruitment of cognitive resources evidenced by increased activation of working memory network (WMN) and deactivation of default mode network (DMN) regions. In an fMRI study, we compared activity during periods of learning in three conditions that were increasingly game-like: Study-only (when periods of learning were followed by an exemplar question together with its correct answer), Self-quizzing (when periods of learning were followed by a multiple choice question in return for a fixed number of points) and Game-based (when, following each period of learning, participants competed with a peer to answer the question for escalating, uncertain rewards). DMN hubs deactivated as conditions became more game-like, alongside greater self-reported engagement and, in the Game-based condition, higher learning scores. These changes did not occur with any detectable increase in WMN activity. Additionally, ventral striatal activation was associated with responding to questions and receiving positive question feedback. Results support the significance of DMN deactivation for educational learning, and are aligned with recent evidence suggesting DMN and WMN activity may not always be anti-correlated.",2016,Frontiers in Psychology,Paul Howard‐Jones; Tim Jay; Alice Mason; Harvey Jones,article,60,D1
W3194606773,,10.1016/j.cie.2021.107619,Solving hesitant fuzzy linguistic matrix game problems for multiple attribute decision making with prospect theory,,2021,Computers & Industrial Engineering,Wenting Xue; Zeshui Xu; Xiaomei Mi,article,24,D1
W1979531587,,10.1016/j.joep.2012.11.001,The effects of time delay in reciprocity games,,2012,Journal of Economic Psychology,Wei Siong Neo; Michael Yu; Roberto A. Weber; Cleotilde González,article,63,D1
W3022958142,,10.1146/annurev-economics-102819-040518,"Modeling Imprecision in Perception, Valuation, and Choice","Traditional decision theory assumes that people respond to the exact features of the options available to them, but observed behavior seems much less precise. This review considers ways of introducing imprecision into models of economic decision making and stresses the usefulness of analogies with the way that imprecise perceptual judgments are modeled in psychophysics—the branch of experimental psychology concerned with the quantitative relationship between objective features of an observer's environment and elicited reports about their subjective appearance. It reviews key ideas from psychophysics, provides examples of the kinds of data that motivate them, and proposes lessons for economic modeling. Applications include stochastic choice, choice under risk, decoy effects in marketing, global game models of strategic interaction, and delayed adjustment of prices in response to monetary disturbances.",2020,Annual Review of Economics,Michael Woodford,article,154,D1
W2599694346,,10.1109/tvt.2017.2686853,Hardware Trojan Detection Game: A Prospect-Theoretic Approach,"Outsourcing integrated circuit (IC) manufacturing to offshore foundries has grown exponentially in recent years. Given the critical role of ICs in the control and operation of vehicular systems and other modern engineering designs, such offshore outsourcing has led to serious security threats due to the potential of insertion of hardware trojans-malicious designs that, when activated, can lead to highly detrimental consequences. In this paper, a novel game-theoretic framework is proposed to analyze the interactions between a hardware manufacturer, acting as an attacker, and an IC testing facility, acting as a defender. The problem is formulated as a noncooperative game in which the attacker must decide on the type of trojan that it inserts while taking into account the detection penalty as well as the damage caused by the trojan. Meanwhile, the resource-constrained defender must decide on the best testing strategy that allows optimizing its overall utility which accounts for both damages and the fines. The proposed game is based on the robust behavioral framework of prospect theory (PT) which allows capturing the potential uncertainty, risk, and irrational behavior in the decision making of both the attacker and defender. For both the standard rational expected utility (EUT) case and the PT case, a novel algorithm based on fictitious play is proposed and shown to converge to a mixed-strategy Nash equilibrium. For an illustrative case study, thorough analytical results are derived for both EUT and PT to study the properties of the reached equilibrium as well as the impact of key system parameters such as the defender-set fine. Simulation results assess the performance of the proposed framework under both EUT and PT and show that the use of PT will provide invaluable insights on the outcomes of the proposed hardware trojan game, in particular, and system security, in general.",2017,IEEE Transactions on Vehicular Technology,Walid Saad; Anibal Sanjab; Yunpeng Wang; Charles Kamhoua; Kevin A. Kwiat,article,56,D1
W2764050853,28973115,10.1001/jamainternmed.2017.3458,Effect of a Game-Based Intervention Designed to Enhance Social Incentives to Increase Physical Activity Among Families,"Importance: Gamification, the application of game design elements such as points and levels in nongame contexts, is often used in digital health interventions, but evidence on its effectiveness is limited. Objective: To test the effectiveness of a gamification intervention designed using insights from behavioral economics to enhance social incentives within families to increase physical activity. Design, Setting, and Participants: The Behavioral Economics Framingham Incentive Trial (BE FIT) was a randomized clinical trial with a 12-week intervention period and a 12-week follow-up period. The investigation was a community-based study between December 7, 2015, and August 14, 2016. Participants in the modified intent-to-treat analysis were adults enrolled in the Framingham Heart Study, a long-standing cohort of families. Interventions: All participants tracked daily step counts using a wearable device or a smartphone, established a baseline, selected a step goal increase, and received daily individual feedback on goal performance by text message or email for 24 weeks. Families in the gamification arm could earn points and progress through levels based on physical activity goal achievement during the 12-week intervention. The game design was meant to enhance collaboration, accountability, and peer support. Main Outcomes and Measures: The primary outcome was the proportion of participant-days that step goals were achieved during the intervention period. Secondary outcomes included the proportion of participant-days that step goals were achieved during the follow-up period and the change in the mean daily steps during the intervention and follow-up periods. Results: Among 200 adults comprising 94 families, the mean age was 55.4 years, and 56.0% (n = 112) were female. During the intervention period, participants in the gamification arm achieved step goals on a significantly greater proportion of participant-days (0.53 vs 0.32; adjusted difference, 0.27; 95% CI, 0.20-0.33; P < .001) and had a significantly greater increase in the mean daily steps compared with baseline (1661 vs 636; adjusted difference, 953; 95% CI, 505-1401; P < .001) than the control arm. During the follow-up period, physical activity in the gamification arm declined but remained significantly greater than that in the control arm for the proportion of participant-days achieving step goals (0.44 vs 0.33; adjusted difference, 0.12; 95% CI, 0.05-0.19; P < .001) and the mean daily steps compared with baseline (1385 vs 798; adjusted difference, 494; 95% CI, 170-818; P < .01). Conclusions and Relevance: Gamification designed to leverage insights from behavioral economics to enhance social incentives significantly increased physical activity among families in the community. Trial Registration: clinicaltrials.gov Identifier: NCT02531763.",2017,JAMA Internal Medicine,Mitesh S. Patel; Emelia J. Benjamin; Kevin G. Volpp; Caroline S. Fox; Dylan S. Small,article,224,D1
W3013771817,,10.7551/mitpress/12243.001.0001,Achievement Relocked: Loss Aversion and Game Design,"How game designers can use the psychological phenomenon of loss aversion to shape player experience. Getting something makes you feel good, and losing something makes you feel bad. But losing something makes you feel worse than getting the same thing makes you feel good. So finding $10 is a thrill; losing $10 is a tragedy. On an ""intensity of feeling"" scale, loss is more intense than gain. This is the core psychological concept of loss aversion, and in this book game creator Geoffrey Engelstein explains, with examples from both tabletop and video games, how it can be a tool in game design. Loss aversion is a profound aspect of human psychology, and directly relevant to game design; it is a tool the game designer can use to elicit particular emotions in players. Engelstein connects the psychology of loss aversion to a range of phenomena related to games, exploring, for example, the endowment effect--why, when an object is ours, it gains value over an equivalent object that is not ours--as seen in the Weighted Companion Cube in the game Portal; the framing of gains and losses to manipulate player emotions; Deal or No Deal 's use of the utility theory; and regret and competence as motivations, seen in the context of legacy games. Finally, Engelstein examines the approach to Loss Aversion in three games by Uwe Rosenberg, charting the designer's increasing mastery",2020,"Architecture, Design and Conservation (Aarhus School of Architecture, Design School Kolding, The Royal Danish Academy of Fine Arts, Schools of Architecture, Design and Conservation (KADK))",Geoffrey Engelstein,book,6,D1
W4318819310,,10.3390/su15032577,Evolutionary Game Analysis of the Utilization of Construction Waste Resources Based on Prospect Theory,"Strengthening the resource utilization of construction waste can improve the environment, alleviate resource shortage, and build a harmonious ecological environment between man and nature. Prospect theory was integrated into trilateral evolutionary game theory to analyze the processes of resource utilization of construction waste among local government, construction enterprises, and the public by establishing the perceived payoff matrix of the three players in the game and using the replication dynamic equation to analyze their strategy choices and evolution path. The results showed that the strategies of the three players depended on the strategies chosen by the other side, the perceived value of the relevant parameters, and the numerical relations among them. Under the conditions that the local government reasonably controlled the supervision cost and the degree of rewards and punishments, the construction enterprise promoted the resource-based technology and management means, and the public enhanced the sense of social responsibility, the game model would evolve toward the ideal state of (1,1,1), to realize the resource utilization of construction waste.",2023,Sustainability,Yuling Wang; Chunfu Wang; Xiaopeng Deng; Zezhou Wu,article,20,D1
W1915169230,,10.1108/jd-09-2014-0135,"Seek, share, or withhold: information trading in MMORPGs","Purpose – The purpose of this paper is to discuss the ways in which information acts as a commodity in massively multiplayer online role-playing games (MMORPGs), and how players pay for items and services with information practices. Design/methodology/approach – Through meta-theoretical analysis of the game environment as a set of information systems, one of retrieval and one social, the paper shows how players’ information practices influence their access to game content, organizational status and relationship to real-money trade. Findings – By showing how information trading functions in MMORPGs, the paper displays the importance of information access for play, the efficiency of real money trade and the significance of information practice -based services as a relatively regular form of payment in virtual worlds. Players furthermore shown to contribute to the information economy of the game with the way in which they decide not to share some information, so as to prevent others from a loss of game content value due to spoilers. Originality/value – The subject, despite the popularity of online games, has been severely understudied within library and information science. The paper contributes to that line of research, by showing how games function as information systems, and by explaining how they, as environments and contexts, influence and are influenced by information practices.",2015,Journal of Documentation,J. Tuomas Harviainen; Juho Hamari,article,27,D1
W3165575449,,10.1093/imaman/dpab012,Resale or agency: pricing strategy for advance selling in a supply chain considering consumers’ loss aversion,"Abstract Advance selling activities are becoming more popular, especially in online retailing of new products. During the advance selling process, consumers may be loss averse. This influences the pricing strategy of the members of the supply chain. Using prospect theory and game theory, and considering consumers’ loss aversion, this paper studies the pricing strategy of advance selling in a supply chain consisting of a manufacturer and an e-retailer under a resale contract or an agency contract. The study finds that as consumers’ loss aversion increases, supply chain members set lower prices. Consumers’ loss aversion has a positive impact on the member who directly prices to consumers, but it has a negative impact on the indirect member. Advance selling under an agency contract makes it easier to achieve a Pareto improvement than that under the resale contract. When the unit order fulfilment cost is low, the e-retailer prefers the agency contract.",2021,IMA Journal of Management Mathematics,Ya‐Wen Zhang; Bo Li; Ruidong Zhao,article,19,D1
